Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Approximate content monetization earnings,Seconds viewed,Average Seconds viewed,Ad CPM (USD),Ad impressions,Estimated earnings (USD),Link Clicks,Negative feedback from users: Hide all
1.22122E+17,6.1584E+13,Juankada Jedi,"Pwede na ba ‘to pang main character energy? ✨

#JuankadaJedi #JediBabes #ootd",,0,2/16/2026 17:00,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid02GU7icNtF2yqb2Fps4pxPyrT78vZVbtcuPN8bB8tRsJ2DZHmtZ2pQ7zgrHot2xbc9l,0,0,Photos,,,,,Lifetime,2012,731,21,14,6,1,71,63,8,0,,,,,,,
1.22122E+17,6.1584E+13,Juankada Jedi,"sad girl muna kasi 10pm na 😝

#JuankadaJedi #JediBabes #fyp #trendingreels","sad girl muna kasi 10pm na 😝

#JuankadaJedi #JediBabes #fyp #trendingreels",16,2/16/2026 6:00,N/A,https://www.facebook.com/reel/766336119429013/,1,0,Videos,,,,,Lifetime,2349,193,6,5,1,0,2,2,,0,1632.249,2.607,0,0,0,,
1.22122E+17,6.1584E+13,Juankada Jedi,"sexy and cute at the same time 🙈

#JuankadaJedi #JediBabes #fyp #trendingreels","sexy and cute at the same time 🙈

#JuankadaJedi #JediBabes #fyp #trendingreels",16,2/16/2026 2:00,N/A,https://www.facebook.com/reel/2837495433248882/,1,0,Videos,,,,,Lifetime,2195,115,5,4,1,0,1,1,,0,1049.262,1.932,0,0,0,,
1.22122E+17,6.1584E+13,Juankada Jedi,"Soft girl lang tayo today ✨

#JuankadaJedi #JediBabes #ootd",,0,2/15/2026 22:00,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid02qRqec5X69JRDzA8fBuEys5TrJb6k6TVYNMtb2CVyjM1GWbzKutSFYqk6C45ze2gcl,0,0,Photos,,,,,Lifetime,320,137,8,7,1,0,5,1,4,0,,,,,,,
1.22122E+17,6.1584E+13,Juankada Jedi,"mas maganda pa ko sa umaga eh! emeee goodmorning every one every two every three!!! 🤪

#JuankadaJedi #JediBabes #fyp #trendingreels","mas maganda pa ko sa umaga eh! emeee goodmorning every one every two every three!!! 🤪

#JuankadaJedi #JediBabes #fyp #trendingreels",16,2/15/2026 16:57,N/A,https://www.facebook.com/reel/907047761907629/,0,0,Videos,,,,,Lifetime,2457,317,25,24,1,0,6,6,,0,2038.98,2.7,0,0,0,,
1.22122E+17,6.1584E+13,Juankada Jedi,"panis ka boiii 👀 

#JuankadaJedi #JediBabes #fyp #trendingreels","panis ka boiii 👀 

#JuankadaJedi #JediBabes #fyp #trendingreels",15,2/14/2026 20:00,mixed,https://www.facebook.com/reel/900323076188732/,1,0,Videos,,,,,Lifetime,2638,508,17,16,1,0,7,7,,0,2660.785,2.914,0,0,0,,
1.22122E+17,6.1584E+13,Juankada Jedi,"cute ng dance sabay ang cute din namin... hays kami na to oh

#JuankadaJedi #JediBabes #JuankadaStar #fyp #trendingreel #highlights #abuchikik","cute ng dance sabay ang cute din namin... hays kami na to oh

#JuankadaJedi #JediBabes #JuankadaStar #fyp #trendingreel #highlights #abuchikik",16,2/14/2026 2:00,uploaded,https://www.facebook.com/reel/1410930773910796/,1,0,Videos,,,,,Lifetime,1280,114,18,14,3,1,3,3,,0,1657.414,4.102,0,0,0,,
1.22121E+17,6.1584E+13,Juankada Jedi,"bulaklak para sa'yo this valentines day 🌹😉

#JuankadaJedi #JediBabes #BuksanMo #trendingreel #highlights #lipsync #feb14 #valentines","bulaklak para sa'yo this valentines day 🌹😉

#JuankadaJedi #JediBabes #BuksanMo #trendingreel #highlights #lipsync #feb14 #valentines",16,2/13/2026 20:01,N/A,https://www.facebook.com/reel/937755212418538/,1,0,Videos,,,,,Lifetime,4452,117,310,308,2,0,3,3,,0,2066.325,1.739,0,0,0,,
1.22121E+17,6.1584E+13,Juankada Jedi,"hanggat walang go signal...walang liligaya! 😾

#JuankadaJedi #JediBabes #awra #fyp #trendingreel #highlights #lipsync #feb14 #valentines","hanggat walang go signal...walang liligaya! 😾

#JuankadaJedi #JediBabes #awra #fyp #trendingreel #highlights #lipsync #feb14 #valentines",13,2/13/2026 2:00,N/A,https://www.facebook.com/reel/2182153185655842/,1,0,Videos,,,,,Lifetime,1695,407,54,43,1,10,5,5,,0,2843.401,3.796,0,0,0,,
1.22121E+17,6.1584E+13,Juankada Jedi,"eh ikaw, maganda ka ba? po?!

#JuankadaJedi #JediBabes #awra #fyp #trendingreel #highlights #lipsync","eh ikaw, maganda ka ba? po?!

#JuankadaJedi #JediBabes #awra #fyp #trendingreel #highlights #lipsync",16,2/12/2026 18:00,N/A,https://www.facebook.com/reel/1441489527368037/,1,0,Videos,,,,,Lifetime,4018,615,320,317,2,1,5,5,,0,3230.342,2.182,0,0,0,,
1.22121E+17,6.1584E+13,Juankada Jedi,"me para may maka-date sa feb 14 😆 eme! hahaha

#JuankadaJedi #JediBabes #feb14 #valentines #trendingpost #highlights","me para may maka-date sa feb 14 😆 eme! hahaha

#JuankadaJedi #JediBabes #feb14 #valentines #trendingpost #highlights",16,2/12/2026 2:01,N/A,https://www.facebook.com/reel/1219404259791674/,1,0,Videos,,,,,Lifetime,1286,194,7,6,1,0,2,2,,0,1852.243,4.42,0,0,0,,
1.22121E+17,6.1584E+13,Juankada Jedi,"watch nyo ako, jedi baaabes! color game live sa juan365 🤗

#JuankadaJedi #JediBabes #ColorMania #trendingpost #highlightseveryonefollowers",,0,2/11/2026 20:00,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid02XFXR1XJqfUN8EnVYt5roHTEnB3MpC6ZMrSNkpTk8FeWLP9xr9LVKKuMq5ZZcUbWDl,0,0,Photos,,,,,Lifetime,220,106,9,7,1,1,1,1,,0,,,,,,,
1.22121E+17,6.1584E+13,Juankada Jedi,"felt cute might delete later ang atake 🤪

#JuankadaJedi #JediBabes #trendingpost #highlights",,0,2/11/2026 14:19,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid02iRUAdBnoX49Rf9KaN6nGxVjWajXrXCsVkevybVXufytHpobQFYDb1CFiHuRAT4Uzl,0,0,Photos,,,,,Lifetime,247,103,10,8,2,0,8,6,2,0,,,,,,,
1.22121E+17,6.1584E+13,Juankada Jedi,"kamusta araw niyo, jedi babes? forda dance ulit muna yan shea! 💃

#JuankadaJedi #JediBabes #TikiTaka #TopsCardell #newtrend #dancechallenge #foryou #trendingpost #highlights","kamusta araw niyo, jedi babes? forda dance ulit muna yan shea! 💃

#JuankadaJedi #JediBabes #TikiTaka #TopsCardell #newtrend #dancechallenge #foryou #trendingpost #highlights",16,2/11/2026 2:00,N/A,https://www.facebook.com/reel/1235383748552817/,1,0,Videos,,,,,Lifetime,1194,112,10,9,1,0,3,3,,0,1264.485,3.697,0,0,0,,
1.22121E+17,6.1584E+13,Juankada Jedi,"simple fit, fresh vibes 💚

#JuankadaJedi #JediBabes #trendingpost #highlightseveryonefollowers",,0,2/10/2026 20:00,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid02nnWUamWcYqXy1ofRHtBhmWsDTjuGKST9KXUzjTnLwe7Gt5AhCzNujAeWbLFwieoKl,0,0,Photos,,,,,Lifetime,690,327,12,12,0,0,6,2,4,0,,,,,,,
1.22121E+17,6.1584E+13,Juankada Jedi,"bigyan niyo rin kasi ako para ggss din ako!

#JuankadaJedi #JediBabes #feb14 #valentines #trendingpost #highlights","bigyan niyo rin kasi ako para ggss din ako!

#JuankadaJedi #JediBabes #feb14 #valentines #trendingpost #highlights",23,2/10/2026 2:00,N/A,https://www.facebook.com/reel/1467286844971039/,1,0,Videos,,,,,Lifetime,1555,253,8,6,2,0,3,3,,0,1181.846,2.358,0,0,0,,
1.22121E+17,6.1584E+13,Juankada Jedi,"haru haru dance challenge naman tayo <3

#JuankadaJedi #JediBabes #HaruHaru #BigBang #trendingpost #highlights #kpop","haru haru dance challenge naman tayo <3

#JuankadaJedi #JediBabes #HaruHaru #BigBang #trendingpost #highlights #kpop",34,2/9/2026 22:37,N/A,https://www.facebook.com/reel/1667554391077620/,0,0,Videos,,,,,Lifetime,3626,238,340,333,1,6,4,4,,0,2055.291,1.793,0,0,0,,
1.22121E+17,6.1584E+13,Juankada Jedi,"mirror selfies naman for today's videyow!

#JuankadaJedi #JediBabes #trendingpost #highlights #mirrorselfie #ootd",,0,2/9/2026 2:00,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid0TbYqtbuYyAAcojWLjkaVZXU72Qh4pteGa8TCVmcZNLf5nmcGX1rzfVv7v9q1Suoul,0,0,Photos,,,,,Lifetime,1487,783,24,20,3,1,15,12,3,0,,,,,,,
1.22121E+17,6.1584E+13,Juankada Jedi,"main character sa kdrama yarnch? 

#JuankadaJedi #JediBabes #trendingpost #highlights #SayYes #LOCO #ScarletHeartRyeo","main character sa kdrama yarnch? 

#JuankadaJedi #JediBabes #trendingpost #highlights #SayYes #LOCO #ScarletHeartRyeo",13,2/8/2026 21:34,N/A,https://www.facebook.com/reel/888492963888939/,0,0,Videos,,,,,Lifetime,1655,310,24,11,3,10,7,7,,0,1408.369,2.647,0,0,0,,
1.22121E+17,6.1584E+13,Juankada Jedi,"sakto oh! san date natin, jedi babes? ☺️ #JuankadaJedi #JediBabes #feb14 #valentines #trendingpost #highlights","sakto oh! san date natin, jedi babes? ☺️ #JuankadaJedi #JediBabes #feb14 #valentines #trendingpost #highlights",23,2/8/2026 2:34,N/A,https://www.facebook.com/reel/1220494096856067/,0,0,Videos,,,,,Lifetime,3574,440,350,348,1,1,3,3,,0,2332.774,2.267,0,0,0,,
1.2212E+17,6.1584E+13,Juankada Jedi,"3 selfies para i love you… eme 😆

#JuankadaJedi #JediBabes #selfie #ootd #fyp",,0,2/7/2026 20:40,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid0thyXY9QssF1yfCLZu8BGCLjoobusCFUowHnex6FK6gu5g4xBxhj7hdAEmUK54bNBl,0,0,Photos,,,,,Lifetime,1370,630,18,13,3,2,42,20,22,0,,,,,,,
1.2212E+17,6.1584E+13,Juankada Jedi,"sobrang energetic dahil sabado naaa! 

#JuankadaJedi #JediBabes #BAILE #fypシ゚ #trendingnow #trendingreel #followerseveryone #highlights #gloc9 #RochellePangilinan","sobrang energetic dahil sabado naaa! 

#JuankadaJedi #JediBabes #BAILE #fypシ゚ #trendingnow #trendingreel #followerseveryone #highlights #gloc9 #RochellePangilinan",21,2/7/2026 2:00,N/A,https://www.facebook.com/reel/1566485667919795/,1,0,Videos,,,,,Lifetime,1322,269,11,10,1,0,9,9,,0,1722.666,3.581,0,0,0,,
1.2212E+17,6.1584E+13,Juankada Jedi,"di na kaya ng paracetamol yan mhie!

#JuankadaJedi #JediBabes #coting #lipsync #fypシ゚ #trendingnow #trendingreel #followerseveryone #highlights #Juan365 #Juan365Studios","di na kaya ng paracetamol yan mhie!

#JuankadaJedi #JediBabes #coting #lipsync #fypシ゚ #trendingnow #trendingreel #followerseveryone #highlights #Juan365 #Juan365Studios",11,2/6/2026 2:00,N/A,https://www.facebook.com/reel/912484301250461/,1,0,Videos,,,,,Lifetime,1312,205,25,21,4,0,8,8,,0,1877.916,4.347,0,0,0,,
1.2212E+17,6.1584E+13,Juankada Jedi,"ganto ba 'yon, papi chulo? 👀

#JuankadaJedi #JediBabes #papichulo #followerseveryone #highlightssfypシ゚viral","ganto ba 'yon, papi chulo? 👀

#JuankadaJedi #JediBabes #papichulo #followerseveryone #highlightssfypシ゚viral",16,2/5/2026 20:00,mixed,https://www.facebook.com/reel/743524771886138/,1,0,Videos,,,,,Lifetime,1214,135,11,9,2,0,10,10,,0,1595.914,4.267,0,0,0,,
1.2212E+17,6.1584E+13,Juankada Jedi,"quick selfie muna, jedi babes! 🩷 

#JuankadaJedi #JediBabes #Pink #ootd #NasanSiFyang",,0,2/5/2026 2:00,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid0tQHPXK9PUBwdjV8WDkz4YYNUc4Xh5Rr7KYQX96hDAvG7jjNSomFWG6eDdWa3Pqggl,0,0,Photos,,,,,Lifetime,745,324,11,11,0,0,10,7,3,0,,,,,,,
1.2212E+17,6.1584E+13,Juankada Jedi,"masetala with juankada star! ung cuteness nalang namin i-mix mix namin 🙈

#JuankadaJedi #JediBabes #JuankadaStar #masetala #trendingreels #fyp #highlightseveryone #fypviralシ","masetala with juankada star! ung cuteness nalang namin i-mix mix namin 🙈

#JuankadaJedi #JediBabes #JuankadaStar #masetala #trendingreels #fyp #highlightseveryone #fypviralシ",14,2/4/2026 20:01,N/A,https://www.facebook.com/reel/1246655860706855/,1,0,Videos,,,,,Lifetime,1450,226,21,16,3,2,16,16,,0,2904.51,5.879,0,0,0,,
1.2212E+17,6.1584E+13,Juankada Jedi,"pwede na ba sumali sa next concert ng Sexbomb? 

#JuankadaJedi #JediBabes #BAILE #fypシ゚ #trendingnow #trendingreel #followerseveryone #highlights #gloc9 #RochellePangilinan #JMFYANG","pwede na ba sumali sa next concert ng Sexbomb? 

#JuankadaJedi #JediBabes #BAILE #fypシ゚ #trendingnow #trendingreel #followerseveryone #highlights #gloc9 #RochellePangilinan #JMFYANG",47,2/4/2026 3:00,N/A,https://www.facebook.com/reel/755177487637808/,1,0,Videos,,,,,Lifetime,2305,193,17,7,0,10,9,9,,0,3507.257,5.226,0,0,0,,
1.2212E+17,6.1584E+13,Juankada Jedi,"just keeping it sexy with a cute twist 😉

#JuankadaJedi #JediBabes #ootd #ootdfashion #styleph #fashionph #fitcheck #ootd",,0,2/3/2026 23:00,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid02VJAZ6PXsrWW64ZBTvMq7p6E4WD6KCq9XEzLPvAEAjNn7jQEtecKTPjfh1Lm5HkDSl,0,0,Photos,,,,,Lifetime,385,177,10,6,2,2,11,6,5,0,,,,,,,
1.2212E+17,6.1584E+13,Juankada Jedi,"shut uf with an f ka nalang! 😆

#JuankadaJedi #JediBabes #fbreels #reelsviral #fyp #trending #reelsph","shut uf with an f ka nalang! 😆

#JuankadaJedi #JediBabes #fbreels #reelsviral #fyp #trending #reelsph",16,2/3/2026 19:05,N/A,https://www.facebook.com/reel/886968197406650/,1,0,Videos,,,,,Lifetime,1177,107,6,5,1,0,6,6,,0,1189.814,3.789,0,0,0,,
1.2212E+17,6.1584E+13,Juankada Jedi,"no big guy, no problem 💪🏻🩷

#JuankadaJedi #JediBabes #fyp #dancetrend #bigguy #trending","no big guy, no problem 💪🏻🩷

#JuankadaJedi #JediBabes #fyp #dancetrend #bigguy #trending",16,2/3/2026 6:00,N/A,https://www.facebook.com/reel/3966483833649726/,1,0,Videos,,,,,Lifetime,2148,94,10,9,1,0,5,5,,0,1454.891,2.808,0,0,0,,
1.2212E+17,6.1584E+13,Juankada Jedi,"𝐬𝐨𝐧𝐠𝐞𝐫𝐢𝐬𝐭 muna yan shea after 𝐥𝐢𝐯𝐞! may 𝐫𝐞𝐪𝐮𝐞𝐬𝐭 ba kayo diyan, 𝐣𝐞𝐝𝐢 𝐛𝐚𝐛𝐞𝐬? 🙈

#Juan365Studios #JuankadaJedi #JediBabes #hurtssogood #astrids #karaoke","𝐬𝐨𝐧𝐠𝐞𝐫𝐢𝐬𝐭 muna yan shea after 𝐥𝐢𝐯𝐞! may 𝐫𝐞𝐪𝐮𝐞𝐬𝐭 ba kayo diyan, 𝐣𝐞𝐝𝐢 𝐛𝐚𝐛𝐞𝐬? 🙈

#Juan365Studios #JuankadaJedi #JediBabes #hurtssogood #astrids #karaoke",25,2/3/2026 3:00,N/A,https://www.facebook.com/reel/2774520276225797/,1,0,Videos,,,,,Lifetime,2177,115,13,10,3,0,10,10,,0,1663.691,3.205,0,0,0,,
1.2212E+17,6.1584E+13,Juankada Jedi,"Feeling meow-del today 🐱🖤 𝐎𝐎𝐓𝐃 slay muna tayo!

#JuankadaJedi #JediBabes #OOTD #model #cat",,0,2/2/2026 19:27,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid0tHjLZ9rumX7YDHWdCBAiVxGN7WGQU3s8w7z6nygHSW35V5CijVx51i7gJB93hDhAl,0,0,Photos,,,,,Lifetime,1235,593,27,14,2,11,11,4,7,0,,,,,,,1
1.2212E+17,6.1584E+13,Juankada Jedi,😎🖤🤘✨,,0,2/2/2026 16:10,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid036FS2fH3BLmBhs14nfcrMJFEGxc3d2Z8GLbVss4KhthVtH9qvWueR1avXRxrM9MDwl,0,1,Text,,,,,Lifetime,76,49,3,2,1,0,3,3,,0,,,,,,,
1.2212E+17,6.1584E+13,Juankada Jedi,❤️‍🔥,,0,2/2/2026 14:49,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid02Dfq7mDM9UgEJtpHUHusWsoRPRgTdHKgfZNUo4ZgkkJYTf24daiP14AFpfNmnALxnl,0,1,Photos,,,,,Lifetime,230,101,5,4,1,0,5,1,4,0,,,,,,,
1.2212E+17,6.1584E+13,Juankada Jedi,"𝗞𝗮𝘆𝗼 ba, 𝗽𝗮𝗻𝗴𝗮𝗿𝗮𝗽 niyo rin bang masampal ng 𝗽𝗲𝗿𝗮? 🤣

#Juan365Studios #JuankadaJedi #JediBabes #trendingpost #relatablememe #kimchiu #kimpau #stella","𝗞𝗮𝘆𝗼 ba, 𝗽𝗮𝗻𝗴𝗮𝗿𝗮𝗽 niyo rin bang masampal ng 𝗽𝗲𝗿𝗮? 🤣

#Juan365Studios #JuankadaJedi #JediBabes #trendingpost #relatablememe #kimchiu #kimpau #stella",12,2/2/2026 6:00,N/A,https://www.facebook.com/reel/749886221109553/,1,0,Videos,,,,,Lifetime,2234,116,11,8,2,1,3,3,,0,1581.986,2.865,0,0,0,,
1.2212E+17,6.1584E+13,Juankada Jedi,"Hindi ko maipaliwanag kung ba't marahil 𝗸𝗮𝘆𝗼 ang 𝗹𝗮𝗴𝗶𝗻𝗴 𝗵𝗶𝗻𝗮𝗵𝗮𝗻𝗮𝗽 𝗸𝗼, 𝗝𝗲𝗱𝗶 𝗕𝗮𝗯𝗲𝘀! 🥹

#Juan365Studios #JuankadaJedi #JediBabes #gayuma #trendingpost","Hindi ko maipaliwanag kung ba't marahil 𝗸𝗮𝘆𝗼 ang 𝗹𝗮𝗴𝗶𝗻𝗴 𝗵𝗶𝗻𝗮𝗵𝗮𝗻𝗮𝗽 𝗸𝗼, 𝗝𝗲𝗱𝗶 𝗕𝗮𝗯𝗲𝘀! 🥹

#Juan365Studios #JuankadaJedi #JediBabes #gayuma #trendingpost",16,2/2/2026 3:00,N/A,https://www.facebook.com/reel/27029486416638252/,1,0,Videos,,,,,Lifetime,2174,101,21,8,2,11,5,5,,0,1132.607,2.128,0,0,0,,
1.22119E+17,6.1584E+13,Juankada Jedi,"𝑷𝑰𝑵𝑲 𝑪𝑶𝑸𝑼𝑬𝑻𝑻𝑬 𝑶𝑶𝑻𝑫 🎀 watch na kayo ng 𝑪𝑶𝑳𝑶𝑹 𝑮𝑨𝑴𝑬 𝑳𝑰𝑽𝑬, Jedi Babes! See youuu!

#Juan365Studios #JuankadaJedi #ootd #colormania",,0,2/1/2026 17:02,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid0P5Z77Af7yDbvqxf3Kcq4Zn3ia8E5qLgendWBH8DQ54EVMBiSpGnFcbK5BJA45LsAl,0,0,Photos,,,,,Lifetime,486,201,12,10,2,0,10,4,6,0,,,,,,,
1.22119E+17,6.1584E+13,Juankada Jedi,"𝐀𝐘𝐆 𝐏𝐀𝐓𝐀𝐊𝐀! May entry na rin ba kayo nitong sayaw, Jedi Babes? 💃🏻

 #Juan365Studios #JuankadaJedi #highlights #fypシ゚ #trendingpost #fypviralシ #aygpataka #dancetrend","𝐀𝐘𝐆 𝐏𝐀𝐓𝐀𝐊𝐀! May entry na rin ba kayo nitong sayaw, Jedi Babes? 💃🏻

 #Juan365Studios #JuankadaJedi #highlights #fypシ゚ #trendingpost #fypviralシ #aygpataka #dancetrend",16,2/1/2026 3:01,N/A,https://www.facebook.com/reel/1254749643218148/,1,0,Videos,,,,,Lifetime,1195,114,13,10,3,0,13,13,,0,1496.103,4.547,0,0,0,,
1.22119E+17,6.1584E+13,Juankada Jedi,"New month, new opportunities… hello, February! 🌹

#Juan365Studios #JuankadaJedi #highlights #fypシ゚ #trendingpost #fypviralシ",,0,1/31/2026 20:52,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid02kDsd9hgFCd3zaW6P9Y7bTCub5T7xcXBU9x8aG1diFaV26RYM2casqB9xm6z6JZTXl,0,0,Photos,,,,,Lifetime,1047,499,12,10,2,0,12,7,5,0,,,,,,,
1.22119E+17,6.1584E+13,Juankada Jedi,"Stealing hearts, one smile at a time
#Juan365Studios #JuankadaJedi #Juan365 #followerseveryonehighlights #highlights",,0,1/31/2026 16:23,N/A,https://www.facebook.com/photo.php?fbid=122119316355133214&set=a.122103321699133214&type=3,0,0,Photos,,,,,Lifetime,577,238,11,8,2,1,4,3,1,0,,,,,,,
1.22119E+17,6.1584E+13,Juankada Jedi,"Spreading love, laughter, and a little bit of magic this Valentine’s 🌹✨
 #JuankadaJedi #Juan365Studios #followerseveryonehighlights #highlightsシ゚ #fypシ゚",,0,1/31/2026 16:21,N/A,https://www.facebook.com/photo.php?fbid=122119316151133214&set=a.122110480779133214&type=3,0,0,Photos,,,,,Lifetime,0,0,3,3,0,0,0,,,0,,,,,,,
1.22119E+17,6.1584E+13,Juankada Jedi,"Stealing hearts, one smile at a time 💕

#Juan365Studios #JuankadaJedi #Juan365 #followerseveryonehighlights #fypシ゚ #highlightsシ゚",,0,1/31/2026 16:20,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid0KBVLheMeFJbnVw8Jirfm7pot2PgMX9HkXFAxKJpatzgP8y4sUs7wB3rsdVPYmVyWl,0,0,Photos,,,,,Lifetime,981,552,25,22,2,1,29,24,5,0,,,,,,,
1.22119E+17,6.1584E+13,Juankada Jedi,,,0,1/31/2026 15:11,N/A,https://www.facebook.com/JuankadaJedi/posts/pfbid0gf96QWW94wyPYC2jE4gRV8EfRJiLaWBYjTENTnnSREgGnfkebZ4GrSTJxZewpHAVl,0,1,Text,,,,,Lifetime,52,48,1,1,0,0,0,,,0,,,,,,,
1.22124E+17,6.15842E+13,Juankada Lance,"Intense game against telemarketing🔥

#JuankadaLance #foryourpage #reels #fyp #basketball #highlights","Intense game against telemarketing🔥

#JuankadaLance #foryourpage #reels #fyp #basketball #highlights",71,1/31/2026 2:00,N/A,https://www.facebook.com/reel/2047982545985614/,1,0,Videos,,,,,Lifetime,57,47,7,7,0,0,5,5,,0,402.654,8.217,0,0,0,,
1.22127E+17,6.15842E+13,Juankada Lance,"Tara! KwentuJUAN!😎

Your health matters too  a little sunlight, fresh air, and a clear mind do wonders for both body and soul. 🌿💛

#JuankadaLance #lifeadvice #healthiswealth #health","Tara! KwentuJUAN!😎

Your health matters too  a little sunlight, fresh air, and a clear mind do wonders for both body and soul. 🌿💛

#JuankadaLance #lifeadvice #healthiswealth #health",113,2/20/2026 16:00,mixed,https://www.facebook.com/reel/903795752357368/,1,0,Videos,,,,,Lifetime,70,62,8,5,3,0,6,6,,0,670.9,10.998,0,0,0,,
1.22127E+17,6.15842E+13,Juankada Lance,"Parang si Alexchoozy yung naka blond😜

#JuankadaLance #Juankada #trending #fyp",,0,2/20/2026 6:59,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid021baKDhzEmbaAvMD3nHnMkTUV5r3xcTpSGAhugm1pFLBmYuBjBZESE79aCe6Mc6X5l&id=61584243275518,0,0,Photos,,,,,Lifetime,240,117,13,9,2,2,15,13,2,0,,,,,,,
1.22127E+17,6.15842E+13,Juankada Lance,"Alam mo na ba kung gaano kalaki ang jackpot sa Juan365? 👀

Kung hindi pa… panoorin mo ‘to at ma-amaze ka sa laki ng prize pool! 🥳

#Juan365 #JuankadaLance #JackpotAlert #ExcitedNa #OnlineFun","Alam mo na ba kung gaano kalaki ang jackpot sa Juan365? 👀

Kung hindi pa… panoorin mo ‘to at ma-amaze ka sa laki ng prize pool! 🥳

#Juan365 #JuankadaLance #JackpotAlert #ExcitedNa #OnlineFun",75,2/19/2026 20:30,uploaded,https://www.facebook.com/reel/1607046130420458/,1,0,Videos,,,,,Lifetime,72,56,6,5,1,0,5,5,,0,705.342,11.195,0,0,0,,
1.22127E+17,6.15842E+13,Juankada Lance,"Tara! KwentuJUAN!✨
Throw back bago mag Juan365😎

#JuankadaLance #lifeadvice #healthadvice #trending","Tara! KwentuJUAN!✨
Throw back bago mag Juan365😎

#JuankadaLance #lifeadvice #healthadvice #trending",113,2/18/2026 15:30,uploaded,https://www.facebook.com/reel/2358771757902740/,1,0,Videos,,,,,Lifetime,109,99,6,6,0,0,6,6,,0,636.811,6.305,0,0,0,,
1.22127E+17,6.15842E+13,Juankada Lance,"Eto nayung sign na mag color game ka👌

#JuankadaLance #JuankadaLigaya #JuankadaJedi #JuankadaAlexchoozy #Juan365",,0,2/18/2026 7:52,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02ZLrhJgpT5cJfxJhoVDjvW9YJzm2j85QDr6KVxuoFAGUMDD8wCbpYnvZiVH24BTMJl&id=61584243275518,0,0,Photos,,,,,Lifetime,169,83,11,9,1,1,9,7,2,0,,,,,,,
1.22127E+17,6.15842E+13,Juankada Lance,"Tara! KwentuJUAN!😎

Health advice for everyJUAN! Keep in mind that…

👉 Ang katawan mo ang puhunan mo.
Alagaan mo ngayon, para panalo bukas. 💪✨

#JuankadaLance #lifestyle #lifeadvice #healthy #fyp","Tara! KwentuJUAN!😎

Health advice for everyJUAN! Keep in mind that…

👉 Ang katawan mo ang puhunan mo.
Alagaan mo ngayon, para panalo bukas. 💪✨

#JuankadaLance #lifestyle #lifeadvice #healthy #fyp",118,2/18/2026 2:30,N/A,https://www.facebook.com/reel/2358072177952349/,1,0,Videos,,,,,Lifetime,33,31,8,6,2,0,6,6,,0,364.721,12.576,0,0,0,,
1.22126E+17,6.15842E+13,Juankada Lance,"Tara! KwentuJUAN! 😎

New gen GILAS ngaba or old gen?

#JuankadaLance #gilaspilipinas #interview #basketball","Tara! KwentuJUAN! 😎

New gen GILAS ngaba or old gen?

#JuankadaLance #gilaspilipinas #interview #basketball",55,2/17/2026 2:30,N/A,https://www.facebook.com/reel/961659172864190/,1,0,Videos,,,,,Lifetime,42,35,10,9,1,0,5,5,,0,326.251,9.321,0,0,0,,
1.22126E+17,6.15842E+13,Juankada Lance,"Moments before the disaster… 👀  check comment para sa video! abangan part 2 🍿

#JuankadaLance #prank #funny #Juankada",,0,2/16/2026 20:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0xkEMesKTDjTN8Hn91cLmLcHgqgnrRBxWvV894KbPbkTY95tvRfvkBfkRzsbkvHyGl&id=61584243275518,0,0,Photos,,,,,Lifetime,173,79,9,7,1,1,14,6,8,0,,,,,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Tara! KwentuJUAN! 😎

Basta pag sinabeng tondo?

#JuankadaLance #tondo #interview #basketball","Tara! KwentuJUAN! 😎

Basta pag sinabeng tondo?

#JuankadaLance #tondo #interview #basketball",104,2/16/2026 2:30,N/A,https://www.facebook.com/reel/874026945448751/,1,0,Videos,,,,,Lifetime,44,35,6,5,1,0,5,5,,0,616.343,16.219,0,0,0,,
