Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Matched Audience Targeting Consumption (Photo Click),Other Clicks,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Negative feedback from users: Hide all,Link Clicks,Negative feedback from users: Hide
1.22129E+17,6.15842E+13,Juankada Lance,"Golden hour, calm mind. 🌇",,0,3/10/2026 4:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02JjqTtceMzZfzqkjBhXWTMRtCZ9iDsY2QSRGLXyVWFb9TiYQf7Nezstc27Fj5RpGml&id=61584243275518,0,0,Photos,,,,,Lifetime,185,107,10,6,3,1,8,,8,,,,,,,,
1.22129E+17,6.15842E+13,Juankada Lance,"Lucky color tonight: 🔴 RED

#JuankadaLance #Juan365ColorGame #AllinJuanSaSaya #fyp","Lucky color tonight: 🔴 RED

#JuankadaLance #Juan365ColorGame #AllinJuanSaSaya #fyp",20,3/10/2026 2:30,N/A,https://www.facebook.com/reel/1334072871835129/,1,0,Videos,,,,,Lifetime,105,110,8,5,1,2,3,,3,349.2,3.527,0,0,0,,,
1.22129E+17,6.15842E+13,Juankada Lance,"Kung katawan ko lang ang habol niyo... baka pwedeng sa color game nalang😅😜

#JuankadaLance #Juan365ColorGame #AllinJuanSaSaya #fyp","Kung katawan ko lang ang habol niyo... baka pwedeng sa color game nalang😅😜

#JuankadaLance #Juan365ColorGame #AllinJuanSaSaya #fyp",21,3/9/2026 2:30,N/A,https://www.facebook.com/reel/1629800398445060/,1,0,Videos,,,,,Lifetime,67,56,7,5,2,0,5,,5,477.62,9.185,0,0,0,,,
1.22129E+17,6.15842E+13,Juankada Lance,"𝐍𝐨𝐭𝐡𝐢𝐧𝐠 𝐬𝐞𝐫𝐢𝐨𝐮𝐬, 𝐣𝐮𝐬𝐭 𝐛𝐞𝐢𝐧𝐠 𝐚 𝐥𝐢𝐭𝐭𝐥𝐞 𝐧𝐨𝐭𝐨𝐫𝐢𝐨𝐮𝐬. 😎

#JuankadaLance #Juan365ColorGame #AllInJuanSaSaya","𝐍𝐨𝐭𝐡𝐢𝐧𝐠 𝐬𝐞𝐫𝐢𝐨𝐮𝐬, 𝐣𝐮𝐬𝐭 𝐛𝐞𝐢𝐧𝐠 𝐚 𝐥𝐢𝐭𝐭𝐥𝐞 𝐧𝐨𝐭𝐨𝐫𝐢𝐨𝐮𝐬. 😎

#JuankadaLance #Juan365ColorGame #AllInJuanSaSaya",17,3/6/2026 1:01,N/A,https://www.facebook.com/reel/1095190519446024/,1,0,Videos,,,,,Lifetime,187,200,7,6,1,0,5,,5,677.102,3.869,0,0,0,,,
1.22129E+17,6.15842E+13,Juankada Lance,"𝐓𝐰𝐨 𝐭𝐢𝐠𝐞𝐫𝐬, 𝐨𝐧𝐞 𝐥𝐢𝐭𝐭𝐥𝐞 𝐤𝐢𝐭𝐭𝐞𝐧… 𝐚𝐧𝐝 𝐲𝐨𝐮𝐫 𝐦𝐚𝐬𝐭𝐞𝐫 😼

#JuankadaLance #Juan365ColorGame #AllInJuanSaSaya",,0,3/5/2026 18:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0B85jv3eAArxaVKmuEc5JS5gAnxNQc3yTaBJLoNHDdqM3NKNQCk17Uu59o54XBh8gl&id=61584243275518,0,0,Photos,,,,,Lifetime,384,235,11,8,2,1,14,4,10,,,,,,1,,
1.22128E+17,6.15842E+13,Juankada Lance,Juankada Lance updated their cover photo.,,0,3/1/2026 13:51,N/A,https://www.facebook.com/photo.php?fbid=122128089969141442&set=a.122098330299141442&type=3,0,0,Photos,,,,,Lifetime,0,0,5,5,0,0,0,,,,,,,,,,
1.22128E+17,6.15842E+13,Juankada Lance,Juankada Lance updated their profile picture.,,0,3/1/2026 13:48,N/A,https://www.facebook.com/photo.php?fbid=122128089831141442&set=a.122098327023141442&type=3,0,0,Photos,,,,,Lifetime,127,65,15,14,1,0,5,,5,,,,,,,,
1.22128E+17,6.15842E+13,Juankada Lance,"𝐏𝐚𝐩𝐚𝐰𝐢𝐬 𝐭𝐚𝐲𝐨 𝐉𝐮𝐚𝐧𝐤𝐚𝐝𝐚!👌

#Juan365 #JuankadaLance #basketball #reels","𝐏𝐚𝐩𝐚𝐰𝐢𝐬 𝐭𝐚𝐲𝐨 𝐉𝐮𝐚𝐧𝐤𝐚𝐝𝐚!👌

#Juan365 #JuankadaLance #basketball #reels",7,3/1/2026 3:00,N/A,https://www.facebook.com/reel/1244121100534729/,1,0,Videos,,,,,Lifetime,250,158,12,11,1,0,1,,1,795.275,4.65,0,0,0,,,
1.22128E+17,6.15842E+13,Juankada Lance,"May kakain ng ipis, may tumili at may napa otso otso🤣🤣🤣

#Juan365 #JuankadaLance #Juankada","May kakain ng ipis, may tumili at may napa otso otso🤣🤣🤣

#Juan365 #JuankadaLance #Juankada",81,2/27/2026 21:30,mixed,https://www.facebook.com/reel/1609284857052891/,1,0,Videos,,,,,Lifetime,84,60,6,4,2,0,6,,6,1288.564,18.674,0,0,0,,,
1.22128E+17,6.15842E+13,Juankada Lance,"ANG SEKRETO SA LIKOD NG SUCCESS KO SA JAPAN! 🇯🇵✨

Maraming nagtatanong sa akin, ""Paano ka nakakarating sa Sapporo? Paano ka nakakaporma nang ganyan na parang CEO sa mirror selfie mo?"" 👔 Nakita niyo naman yung background—mga neon lights, yung wheel of fortune, yung aura na pang-global brand ambassador. 🎰🕶

Akala ng marami, pinag-isipan ko ‘to nang mabuti. Akala nila, may deep meaning bawat caption at bawat anggulo ng kuha ko. Pero dahil bawal ang gatekeeping dito, sasabihin ko na ang katotohanan. Ready na ba kayo sa pasabog? 💣

Ang totoo niyan...

Ganto, clickbait lang 'to kasi copy paste ko lang talaga 'to. 😂📈

#JuankadaLance #thankyouforyoursupport #japan",,0,2/27/2026 18:30,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0D2VaVi3Cuu2VVg85sRzZYDUbMT6xvDtGdGjRXy3PzYBims7YYSY2tGMkZDUV5ZiTl&id=61584243275518,0,0,Photos,,,,,Lifetime,165,88,4,2,1,1,5,2,3,,,,,,,,
1.22128E+17,6.15842E+13,Juankada Lance,"Feel na feel mag kape pag nasa opis😂

#Juan365 #JuankadaLance #reels #coffee","Feel na feel mag kape pag nasa opis😂

#Juan365 #JuankadaLance #reels #coffee",25,2/27/2026 2:30,N/A,https://www.facebook.com/reel/1304721775039392/,1,0,Videos,,,,,Lifetime,80,62,8,7,1,0,11,,11,523.113,8.047,0,0,0,,,
1.22128E+17,6.15842E+13,Juankada Lance,"Nasaan kanaba?!

#Juan365 #JuankadaLance #snow #japan",,0,2/26/2026 20:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0Nn6Nuo6CcwD79tfFZusnyPhFs6codfQwwHbgu9a5ZX9hcGs8EEu35yuNgwpPTdutl&id=61584243275518,0,0,Photos,,,,,Lifetime,113,58,7,4,2,1,4,1,3,,,,,,,,
1.22128E+17,6.15842E+13,Juankada Lance,"Masyadong malamig painitin kita?

#Juan365 #JuankadaLance #japan #cold",,0,2/25/2026 19:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02CHMYFffAcgJmD2zpoovryPdU9e8enpLrtMqKDfKaJpi3Adj8xCScMzeX3aQDRV4jl&id=61584243275518,0,0,Photos,,,,,Lifetime,139,64,11,8,2,1,8,,8,,,,,,,,
1.22128E+17,6.15842E+13,Juankada Lance,"pasensya na bro nadale ka 😂 

#Juan365 #JuankadaLance #JuankadaGeoff #kulitan #tawanan #funnyvideos","pasensya na bro nadale ka 😂 

#Juan365 #JuankadaLance #JuankadaGeoff #kulitan #tawanan #funnyvideos",33,2/25/2026 14:30,N/A,https://www.facebook.com/reel/1215672867443278/,1,0,Videos,,,,,Lifetime,247,196,13,9,4,0,8,,8,1980.471,9.211,0,0,0,,,
1.22128E+17,6.15842E+13,Juankada Lance,"Day off vibes😎

#JuankadaLance #dayoff #chillvibes","Day off vibes😎

#JuankadaLance #dayoff #chillvibes",12,2/25/2026 3:00,N/A,https://www.facebook.com/reel/2476159582839301/,1,0,Videos,,,,,Lifetime,72,51,12,9,3,0,8,,8,337.325,6.614,0,0,0,,,
1.22128E+17,6.15842E+13,Juankada Lance,"Kati ng ulo ko magkakapera ata ako!🤩

#JuankadaLance #MoneyFest #coffee  #sanaol",,0,2/24/2026 23:30,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0w7n19P2KXVXpjCJL2qqzZBn91U8tftBpYqsgf9J6yLGbDuVwF4VVYe3NNX54PE8Rl&id=61584243275518,0,0,Photos,,,,,Lifetime,113,63,8,5,2,1,1,1,,,,,,,,,
1.22128E+17,6.15842E+13,Juankada Lance,"Ilan kaya buhok ko sa legs pag inisa isa?

#JuankadaLance #questionoftheday #coffee",,0,2/24/2026 19:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02Yd3Psefb2NoLCE429V9xXxCZdvSXNwokCEc9YCW2wdZYznTkEVANU5hSsaSXNMqdl&id=61584243275518,0,0,Photos,,,,,Lifetime,206,93,22,16,5,1,19,3,16,,,,,,,,
1.22127E+17,6.15842E+13,Juankada Lance,"𝐓𝐚𝐠𝐚𝐥 𝐧𝐚𝐦𝐚𝐧 𝐧𝐠 𝐝𝐚𝐭𝐞 𝐤𝐨😕

#Juan365 #JuankadaLance #coffee #date",,0,2/24/2026 16:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02YFrb3ZtQm67uArjhobWZ8Fg25yGrrtmjbjHDnRdCZkfYSJ6rbP1vg3JGodPQVnKTl&id=61584243275518,0,0,Photos,,,,,Lifetime,105,63,10,9,0,1,1,,1,,,,,,,,
1.22127E+17,6.15842E+13,Juankada Lance,"Sorry na Juankada Ellise, taas mo paala tumalon😅😂

#Juan365 #JuankadaLance #Juankada #prank","Sorry na Juankada Ellise, taas mo paala tumalon😅😂

#Juan365 #JuankadaLance #Juankada #prank",43,2/23/2026 21:30,mixed,https://www.facebook.com/reel/1244484433773970/,1,0,Videos,,,,,Lifetime,257,212,9,7,2,0,8,,8,1905.236,8.43,0,0,0,,,
1.22127E+17,6.15842E+13,Juankada Lance,"Manifesting that Jackpot energy today. ⚡️💎

#Juan365 #JuankadaLance #Juankada #fortune","Manifesting that Jackpot energy today. ⚡️💎

#Juan365 #JuankadaLance #Juankada #fortune",30,2/22/2026 21:30,N/A,https://www.facebook.com/reel/26489812553970334/,1,0,Videos,,,,,Lifetime,92,85,8,7,0,1,1,,1,313.887,3.781,0,0,0,,,
1.22127E+17,6.15842E+13,Juankada Lance,"Golf nga eh, kayo naman si pa-cute!

#Juan365 #JuankadaLance #Juankada #fyp",,0,2/22/2026 18:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0Vy4H2M2dHv9gug2FB9zYLDMBn7c1KduXM2VU9TrBHaWewWUq7ZDrwdeyNZMNwGzcl&id=61584243275518,0,0,Photos,,,,,Lifetime,178,79,18,8,9,1,17,7,10,,,,,,,,
1.22127E+17,6.15842E+13,Juankada Lance,"Naki picture sa next shift kasi why not...

#JuankadaLance #Juan365 #sundayvibes #sundaymorning",,0,2/21/2026 14:44,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0T8b1xN391PgSxF5eyowV9crXRSmwTUFKmwwCxxAJZ7JkWNLNYpoei2Az2Sz2SxPtl&id=61584243275518,0,0,Photos,,,,,Lifetime,181,72,13,9,3,1,6,2,4,,,,,,,,
1.22127E+17,6.15842E+13,Juankada Lance,"Tara! KwentuJUAN!😎

Your health matters too  a little sunlight, fresh air, and a clear mind do wonders for both body and soul. 🌿💛

#JuankadaLance #lifeadvice #healthiswealth #health","Tara! KwentuJUAN!😎

Your health matters too  a little sunlight, fresh air, and a clear mind do wonders for both body and soul. 🌿💛

#JuankadaLance #lifeadvice #healthiswealth #health",113,2/20/2026 16:00,mixed,https://www.facebook.com/reel/903795752357368/,1,0,Videos,,,,,Lifetime,139,114,11,7,4,0,10,,10,857.838,7.031,0,0,0,,,
1.22127E+17,6.15842E+13,Juankada Lance,"Parang si Alexchoozy yung naka blond😜

#JuankadaLance #Juankada #trending #fyp",,0,2/20/2026 6:59,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid021bhNDjHw3dijESrR4c9X8azuGyGRWZSk4afQJYN91WhMbhfxHzLxqJK6kGCxuzGXl&id=61584243275518,0,0,Photos,,,,,Lifetime,483,238,23,18,3,2,23,3,20,,,,,,,,
1.22127E+17,6.15842E+13,Juankada Lance,"Alam mo na ba kung gaano kalaki ang jackpot sa Juan365? 👀

Kung hindi pa… panoorin mo ‘to at ma-amaze ka sa laki ng prize pool! 🥳

#Juan365 #JuankadaLance #JackpotAlert #ExcitedNa #OnlineFun","Alam mo na ba kung gaano kalaki ang jackpot sa Juan365? 👀

Kung hindi pa… panoorin mo ‘to at ma-amaze ka sa laki ng prize pool! 🥳

#Juan365 #JuankadaLance #JackpotAlert #ExcitedNa #OnlineFun",75,2/19/2026 20:30,uploaded,https://www.facebook.com/reel/1607046130420458/,1,0,Videos,,,,,Lifetime,95,73,6,5,1,0,5,,5,847.576,10.09,0,0,0,,,
1.22127E+17,6.15842E+13,Juankada Lance,"Tara! KwentuJUAN!✨
Throw back bago mag Juan365😎

#JuankadaLance #lifeadvice #healthadvice #trending","Tara! KwentuJUAN!✨
Throw back bago mag Juan365😎

#JuankadaLance #lifeadvice #healthadvice #trending",113,2/18/2026 15:30,uploaded,https://www.facebook.com/reel/2358771757902740/,1,0,Videos,,,,,Lifetime,124,110,6,6,0,0,6,,6,687.798,5.98,0,0,0,,,
1.22127E+17,6.15842E+13,Juankada Lance,"Eto nayung sign na mag color game ka👌

#JuankadaLance #JuankadaLigaya #JuankadaJedi #JuankadaAlexchoozy #Juan365",,0,2/18/2026 7:52,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02ZLykJi89Ma5n5PTxDmPDSv1XCkrHJ91iKtQiRuREYkREnTsDVKaRnnEocooe333kl&id=61584243275518,0,0,Photos,,,,,Lifetime,193,96,12,10,1,1,9,2,7,,,,,,,,
1.22127E+17,6.15842E+13,Juankada Lance,"Tara! KwentuJUAN!😎

Health advice for everyJUAN! Keep in mind that…

👉 Ang katawan mo ang puhunan mo.
Alagaan mo ngayon, para panalo bukas. 💪✨

#JuankadaLance #lifestyle #lifeadvice #healthy #fyp","Tara! KwentuJUAN!😎

Health advice for everyJUAN! Keep in mind that…

👉 Ang katawan mo ang puhunan mo.
Alagaan mo ngayon, para panalo bukas. 💪✨

#JuankadaLance #lifestyle #lifeadvice #healthy #fyp",118,2/18/2026 2:30,N/A,https://www.facebook.com/reel/2358072177952349/,1,0,Videos,,,,,Lifetime,47,39,8,6,2,0,6,,6,378.628,9.234,0,0,0,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Tara! KwentuJUAN! 😎

New gen GILAS ngaba or old gen?

#JuankadaLance #gilaspilipinas #interview #basketball","Tara! KwentuJUAN! 😎

New gen GILAS ngaba or old gen?

#JuankadaLance #gilaspilipinas #interview #basketball",55,2/17/2026 2:30,N/A,https://www.facebook.com/reel/961659172864190/,1,0,Videos,,,,,Lifetime,53,41,10,9,1,0,5,,5,378.501,8.411,0,0,0,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Moments before the disaster… 👀  check comment para sa video! abangan part 2 🍿

#JuankadaLance #prank #funny #Juankada",,0,2/16/2026 20:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0xkMQetd9VYrij9gtz2rLcuoobtFzPJ7psYWSa4w9VqZ3j9jnvpVPQw7Zkpw6sRKtl&id=61584243275518,0,0,Photos,,,,,Lifetime,207,88,14,9,4,1,23,9,14,,,,,,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Tara! KwentuJUAN! 😎

Basta pag sinabeng tondo?

#JuankadaLance #tondo #interview #basketball","Tara! KwentuJUAN! 😎

Basta pag sinabeng tondo?

#JuankadaLance #tondo #interview #basketball",104,2/16/2026 2:30,N/A,https://www.facebook.com/reel/874026945448751/,1,0,Videos,,,,,Lifetime,56,41,6,5,1,0,5,,5,647.687,13.78,0,0,0,,,
1.22126E+17,6.15842E+13,Juankada Lance,Gusto niyo paba?!🤣,,0,2/15/2026 11:08,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid05AKhxQ9gxJGVvWJMzicPCZ4j6cojXbxV9hA8PmTUsi29Le6819mYwtFfXv1nkzVAl&id=61584243275518,0,1,Videos,,,,,Lifetime,42,41,9,6,3,0,8,,8,,,,,,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Tara! KwentuJUAN!😎

Totoo ba suplado si aljur?

#JuankadaLance #AljurAbrenica #interview #fypageシ","Tara! KwentuJUAN!😎

Totoo ba suplado si aljur?

#JuankadaLance #AljurAbrenica #interview #fypageシ",92,2/15/2026 2:30,N/A,https://www.facebook.com/reel/890537813868944/,1,0,Videos,,,,,Lifetime,60,53,5,4,1,0,8,,8,696.268,13.389,0,0,0,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Tara! KwentuJUAN!😎

Humihina nanga ba ang GILAS? ikaw sa tingin mo?

#JuankadaLance #GilasPilipinas #basketball #ballislife","Tara! KwentuJUAN!😎

Humihina nanga ba ang GILAS? ikaw sa tingin mo?

#JuankadaLance #GilasPilipinas #basketball #ballislife",42,2/14/2026 5:12,N/A,https://www.facebook.com/reel/4305228719739312/,0,0,Videos,,,,,Lifetime,202,170,5,5,0,0,1,,1,1336.427,7.593,0,0,0,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Masaya sila diko alam bakit 🥱👻

#JuankadaLance #JuankadaLigaya #JuankadaStar #JuankadaAlexchoozy #valentinesday #squad",,0,2/14/2026 2:27,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid033fPaJdam7CY3xAC1SYrMHtsMTbJSoiLQ7NGd82u7pTNwzGoh2mXwKNvyM2rcqdSYl&id=61584243275518,0,0,Photos,,,,,Lifetime,249,120,13,8,4,1,15,3,12,,,,,,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Hindi to tama! mali to! 😳

#JuankadaLance #funny #comedy #reels","Hindi to tama! mali to! 😳

#JuankadaLance #funny #comedy #reels",16,2/13/2026 2:00,N/A,https://www.facebook.com/reel/664837946686701/,1,0,Videos,,,,,Lifetime,89,69,11,8,3,0,11,,11,481.364,6.779,0,0,0,,,
1.22126E+17,6.15842E+13,Juankada Lance,"🎉 𝐇𝐀𝐏𝐏𝐘 𝟏.𝟓𝐊 𝐅𝐎𝐋𝐋𝐎𝐖𝐄𝐑𝐒, 𝐉𝐔𝐀𝐍𝐊𝐀𝐃𝐀! 🎉

Maraming salamat sa walang sawang suporta! 💙 Dahil sa inyo, mas lumalakas at mas sumasaya ang Juan365 Studios community!

#Juan365 #Juan365Studios #Juan365ColorGame #Allinjuansasaya #JuankadaLance",,0,2/12/2026 18:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02nFHcidCzPMpmatrxtpFLDNQXe549nYFgeKpaJPnUUN2Gf8Qjg1x8ih9wrP5QP18gl&id=61584243275518,0,0,Photos,,,,,Lifetime,2284,778,62,48,10,4,89,17,72,,,,,,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Good morning sa lahat ng may ambag sa mundo 🤣☀️

#JuankadaLance #morningvibes #trending","Good morning sa lahat ng may ambag sa mundo 🤣☀️

#JuankadaLance #morningvibes #trending",16,2/11/2026 14:49,N/A,https://www.facebook.com/reel/1248746383868482/,0,0,Videos,,,,,Lifetime,112,89,21,16,5,0,10,,10,686.252,7.798,0,0,0,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Hi! It’s your gwapitong tito, Juankada Lance! 💪🔥

Alam mo ba kung ano ang mga pwedeng mapanalunan sa Color Game dito sa Juan365? Tara, alamin natin at baka ikaw na ang next winner! 🎉

#Juan365 #JuankadaLance #reelsviral #trending","Hi! It’s your gwapitong tito, Juankada Lance! 💪🔥

Alam mo ba kung ano ang mga pwedeng mapanalunan sa Color Game dito sa Juan365? Tara, alamin natin at baka ikaw na ang next winner! 🎉

#Juan365 #JuankadaLance #reelsviral #trending",45,2/11/2026 8:03,N/A,https://www.facebook.com/reel/942634911955938/,0,0,Videos,,,,,Lifetime,67,55,8,8,0,0,0,,,292.445,4.794,0,0,0,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Hi! It’s your gwapitong tito, Juankada Lance! 💪🔥

Alam mo ba kung ano ang mga pwedeng mapanalunan sa Color Game dito sa Juan365? Tara, alamin natin at baka ikaw na ang next winner! 🎉

#Juan365 #JuankadaLance #reelsviral #trending","Hi! It’s your gwapitong tito, Juankada Lance! 💪🔥

Alam mo ba kung ano ang mga pwedeng mapanalunan sa Color Game dito sa Juan365? Tara, alamin natin at baka ikaw na ang next winner! 🎉

#Juan365 #JuankadaLance #reelsviral #trending",45,2/11/2026 6:10,N/A,https://www.facebook.com/reel/950859817368885/,0,0,Videos,,,,,Lifetime,55,49,7,6,1,0,3,,3,203.51,4.153,0,0,0,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Apateu apateu, apateu apateu✨🎶

#JuankadaLance #apateu #fyp","Apateu apateu, apateu apateu✨🎶

#JuankadaLance #apateu #fyp",16,2/11/2026 2:26,N/A,https://www.facebook.com/reel/1280863984088972/,0,0,Videos,,,,,Lifetime,80,55,13,11,2,0,4,,4,356.594,5.751,0,0,0,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Happiness isn’t luck, it’s a habit.😇

 #JuankadaLance #fyp #fitcheck #ootd #trending","Happiness isn’t luck, it’s a habit.😇

 #JuankadaLance #fyp #fitcheck #ootd #trending",9,2/10/2026 2:30,N/A,https://www.facebook.com/reel/2193941158011586/,1,0,Videos,,,,,Lifetime,81,62,13,12,1,0,4,,4,291.025,4.547,0,0,0,,,
1.22126E+17,6.15842E+13,Juankada Lance,"As for me, all i know is that i know nothing -Socrates

#JuankadaLance #fyp #fitcheck #happy #life",,0,2/9/2026 20:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02KNy63XFje82m897uVYC9uGdzS1VHBZjMqdU3tBV3YtnJVd5K3WNuweLDPkUZEWBSl&id=61584243275518,0,0,Photos,,,,,Lifetime,146,77,11,9,1,1,2,2,,,,,,,,,
1.22126E+17,6.15842E+13,Juankada Lance,"Clean fit💪

#JuankadaLance #ootd #fitcheck  #fyp","Clean fit💪

#JuankadaLance #ootd #fitcheck  #fyp",21,2/9/2026 16:00,N/A,https://www.facebook.com/reel/2366774453836960/,1,0,Videos,,,,,Lifetime,124,95,18,15,3,0,5,,5,688.444,6.816,0,0,0,,,
1.22125E+17,6.15842E+13,Juankada Lance,"Kulitan with Shann🤪

#JuankadaLance #JuankadaShann #reels #fyp #trending #monday","Kulitan with Shann🤪

#JuankadaLance #JuankadaShann #reels #fyp #trending #monday",13,2/9/2026 2:30,N/A,https://www.facebook.com/reel/1570750624179458/,1,0,Videos,,,,,Lifetime,113,90,13,11,2,0,8,,8,526.929,6.056,0,0,0,,,
1.22125E+17,6.15842E+13,Juankada Lance,"Yellow fits, happy hits 💛🌼

#JuankadaLance #JuankadaIkay #JuankadaCharm #JuankadaEllise #happy #squadgoal",,0,2/8/2026 20:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02jJ3b3c9GrzQee8kghAwvvX5cL61SnsHqXV2rGQtpwiCFPm7bhGDLRwrPiXLmoDLal&id=61584243275518,0,0,Photos,,,,,Lifetime,214,110,13,10,2,1,10,1,9,,,,,,,,
1.22125E+17,6.15842E+13,Juankada Lance,"Monday feels like: 🤯

#JuankadaLance #reels #fyp #trending #monday #relate","Monday feels like: 🤯

#JuankadaLance #reels #fyp #trending #monday #relate",14,2/8/2026 16:00,N/A,https://www.facebook.com/reel/884374041069928/,1,0,Videos,,,,,Lifetime,176,136,14,10,4,0,3,,3,1011.488,7.437,0,0,0,,,
1.22125E+17,6.15842E+13,Juankada Lance,"𝐇𝐢, 𝐢𝐭’𝐬 𝐦𝐞  𝐆𝐰𝐚𝐩𝐢𝐭𝐨𝐧𝐠 𝐓𝐢𝐭𝐨, 𝐉𝐮𝐚𝐧𝐤𝐚𝐝𝐚 𝐋𝐚𝐧𝐜𝐞! 😎
Umuulan ng panalo ngayon sa Juan365! 🎰✨

#JuankadaLance #Juan365ColorGame #sunday #trending #fyp #reels","𝐇𝐢, 𝐢𝐭’𝐬 𝐦𝐞  𝐆𝐰𝐚𝐩𝐢𝐭𝐨𝐧𝐠 𝐓𝐢𝐭𝐨, 𝐉𝐮𝐚𝐧𝐤𝐚𝐝𝐚 𝐋𝐚𝐧𝐜𝐞! 😎
Umuulan ng panalo ngayon sa Juan365! 🎰✨

#JuankadaLance #Juan365ColorGame #sunday #trending #fyp #reels",12,2/8/2026 2:00,N/A,https://www.facebook.com/reel/884002881049300/,1,0,Videos,,,,,Lifetime,64,56,7,6,1,0,4,,4,221.572,4.18,0,0,0,,,
1.22125E+17,6.15842E+13,Juankada Lance,"𝐱𝟏𝟓 𝐧𝐚 𝐩𝐚𝐧𝐚𝐥𝐨, 𝐧𝐨𝐭 𝐛𝐚𝐝! 😎
Kaya ikaw, wag palampasin ang chance mo sa Juan365! 🔥 

#JuankadaLance #Juan365ColorGame #sunday #trending #fyp #picture",,0,2/7/2026 20:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02nY74EboBWgtEYjgphUGtYMH1Vc9yAEKE4SCbXA7PsnE2XHsfDgwBVXiSm5h5VqP5l&id=61584243275518,0,0,Photos,,,,,Lifetime,178,81,13,9,3,1,10,1,9,,,,,,,,
1.22125E+17,6.15842E+13,Juankada Lance,"𝐖𝐢𝐧𝐧𝐢𝐧𝐠 𝐣𝐚𝐜𝐤𝐩𝐨𝐭 𝐚𝐟𝐭𝐞𝐫 𝐣𝐚𝐜𝐤𝐩𝐨𝐭! 🔥💯

#JuankadaLance #goodvibes  #sunday #trending #fyp","𝐖𝐢𝐧𝐧𝐢𝐧𝐠 𝐣𝐚𝐜𝐤𝐩𝐨𝐭 𝐚𝐟𝐭𝐞𝐫 𝐣𝐚𝐜𝐤𝐩𝐨𝐭! 🔥💯

#JuankadaLance #goodvibes  #sunday #trending #fyp",20,2/7/2026 15:30,N/A,https://www.facebook.com/reel/896197229995621/,1,0,Videos,,,,,Lifetime,68,49,6,5,1,0,5,,5,317.849,5.886,0,0,0,,,
1.22125E+17,6.15842E+13,Juankada Lance,"𝐎𝐮𝐭𝐟𝐢𝐭 𝐜𝐡𝐞𝐜𝐤! 𝐜𝐡𝐞𝐜𝐤 𝐦𝐲 𝐭𝐢𝐭𝐨 𝐯𝐢𝐛𝐞𝐬 𝐨𝐮𝐭𝐟𝐢𝐭😎

#JuankadaLance #outfitcheck #ootd #saturday  #fyp","𝐎𝐮𝐭𝐟𝐢𝐭 𝐜𝐡𝐞𝐜𝐤! 𝐜𝐡𝐞𝐜𝐤 𝐦𝐲 𝐭𝐢𝐭𝐨 𝐯𝐢𝐛𝐞𝐬 𝐨𝐮𝐭𝐟𝐢𝐭😎

#JuankadaLance #outfitcheck #ootd #saturday  #fyp",22,2/7/2026 3:00,N/A,https://www.facebook.com/reel/1894852811417462/,1,0,Videos,,,,,Lifetime,105,99,13,9,4,0,6,,6,577.275,6.076,0,0,0,,,
