Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Link Clicks,Negative feedback from users: Hide all,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Matched Audience Targeting Consumption (Video Click)
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Na-LSS na rin ba kayo sa trend na ’to, Kikays? 😆

Hop the trend na rin at ipakita niyo naman yung mga Kikays na saksakan din ng  ganda! 💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Na-LSS na rin ba kayo sa trend na ’to, Kikays? 😆

Hop the trend na rin at ipakita niyo naman yung mga Kikays na saksakan din ng  ganda! 💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",13,1/9/2026 22:29,mixed,https://www.facebook.com/reel/25348380054804394/,0,0,Videos,,,,,Lifetime,2259,731,80,64,14,2,44,44,,,,10261.756,6.093,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Feeling fierce in maroon 🍷✨

Catch me live, Kikays! Naka-tune in na ba kayo?

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/9/2026 20:37,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0eNYr7JBXZEiKDmrctc7ks6GtrkQEyaC2VSHH2xSaSddzwujnZD8TdCh6KetTP4BTl,0,0,Photos,,,,,Lifetime,2474,1019,35,30,4,1,89,26,63,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,🫶🏻🫶🏻,,0,1/9/2026 2:26,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid033Wxc5GV5eFi67dm8344iK7Bp1nULhb5LPm2XFc5czz8gjEmmd4BBkpQ9PCcJVBXvl,0,1,Photos,,,,,Lifetime,642,320,8,6,2,0,14,5,3,6,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Kikays, make sure maganda ang araw niyo! 😘 Spread love and good vibes! 🌸 Bukas uli 6am-2pm ☺️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay","Kikays, make sure maganda ang araw niyo! 😘 Spread love and good vibes! 🌸 Bukas uli 6am-2pm ☺️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",27,1/8/2026 23:07,N/A,https://www.facebook.com/reel/1205261424435257/,0,0,Videos,,,,,Lifetime,2277,733,81,66,10,5,43,43,,,,17249.746,9.194,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Kikays, Kamusta kayo? 🌸

Join na sa Color Game, pumili ng tamang kulay at ipakita ang inyong Kikay power! 💅💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",,0,1/8/2026 19:49,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0nVGqFvkQaiVCSzS1vSgDiLnNVX18CCt6JnRhnFiWpLsVJBeKyydhi6NjBa2AJuQl,0,0,Photos,,,,,Lifetime,3134,1236,63,47,14,2,264,123,141,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,Juankada Alexchoozy Juankada host Drae,,0,1/8/2026 15:17,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02mHMFXsAFF39Ntp3wR4LFgbkMWmGWrJzpfsurex6NtX5QzZBRx4Xtw4pPwfbQc2MEl,0,1,Photos,,,,,Lifetime,623,301,20,13,6,1,36,15,21,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,🤗,,0,1/7/2026 23:14,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02ZdZJjkrrVYtK48KeW6GvSWsGUwB78xYRT33nbmcnFjQMBo6JdTkeP7JmMmHstx2Ml,0,1,Text,,,,,Lifetime,355,278,17,13,4,0,16,16,,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Kikay’s, set your alarms na! ⏰‼️

Abangan niyo ako bukas sa Color Game! 6am-2pm 🤗🫶🏼

See you! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay","Kikay’s, set your alarms na! ⏰‼️

Abangan niyo ako bukas sa Color Game! 6am-2pm 🤗🫶🏼

See you! 🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",14,1/7/2026 20:51,N/A,https://www.facebook.com/reel/1538065327450829/,0,0,Videos,,,,,Lifetime,1622,567,70,52,16,2,34,34,,,,9181.402,7.507,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"To all my marilag kikays out there, never stop sparkling! 🌸✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","To all my marilag kikays out there, never stop sparkling! 🌸✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",36,1/6/2026 22:35,N/A,https://www.facebook.com/reel/894560389655814/,0,0,Videos,,,,,Lifetime,2983,926,135,119,12,4,107,107,,,,33417.673,14.435,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Ayaw kong nabibitin 🎶

Kaya watch me sa Color Game LIVE! Siguradong hindi ka mabibitin sa saya at premyo! 🎁

Download the Juan365 App sa Play Store and App Store na! 🎮

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Ayaw kong nabibitin 🎶

Kaya watch me sa Color Game LIVE! Siguradong hindi ka mabibitin sa saya at premyo! 🎁

Download the Juan365 App sa Play Store and App Store na! 🎮

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",16,1/6/2026 2:55,N/A,https://www.facebook.com/reel/1217464026992525/,0,0,Videos,,,,,Lifetime,1676,603,61,48,9,4,49,49,,,,8781.52,6.627,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Still me, just in different moods ✨

How’s your year so far, Kikays? So far so good? Drop a “💖” if yes!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/6/2026 0:13,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02vZyTXRWhxmyzUbksbmwXkdAYJHUA2B1MUwpUkbHgY8EmLYjjhewRJ49VBHfubkUjl,0,0,Photos,,,,,Lifetime,2202,996,34,31,1,2,121,34,87,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Shawty, I don’t mind 🎧

Don’t mind what they say, Kikays. Your glow, your rules. Be confident ✨🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","Shawty, I don’t mind 🎧

Don’t mind what they say, Kikays. Your glow, your rules. Be confident ✨🌸

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/5/2026 4:15,N/A,https://www.facebook.com/reel/4167437183516019/,0,0,Videos,,,,,Lifetime,2543,878,76,70,2,4,45,45,,,,15625.96,8.245,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Heads up, Kikays! 👀 

Live na ako now until 10PM!

Stay tuned and samahan ako sa saya! ✨

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/5/2026 0:21,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid02jFczsPZCTjJtPBNoZp5B2UK5oPoD83xPciyjmA32yynKEJnnPmf2ssRRAe5rmn9zl,0,0,Photos,,,,,Lifetime,3013,1260,68,61,4,3,166,92,74,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"And I'mma be your number one girl, always making time for you, Kikays! 🌸✨

Catch me LIVE NOW sa Color Game From 2PM to 10PM!

Don’t miss the fun, Kikays!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays","And I'mma be your number one girl, always making time for you, Kikays! 🌸✨

Catch me LIVE NOW sa Color Game From 2PM to 10PM!

Don’t miss the fun, Kikays!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",15,1/3/2026 23:21,N/A,https://www.facebook.com/reel/862805923201086/,0,0,Videos,,,,,Lifetime,2054,711,91,75,15,1,40,40,,,,10654.884,6.504,0,0,0,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"LIVE na ako, Kikays! 🌸

Watch me NOW para good vibes from afternoon hanggang gabi niyo ✨

Hihintayin ko kayo sa live ha! 😉

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay #Kikays",,0,1/2/2026 23:44,N/A,https://www.facebook.com/JUANKadaHostIkayOfficialPage/posts/pfbid0oYBfbtEQrujxxjjoBgCdKL9PkB725P3WQSJa5c9mLFSc99F1wqXtCL65aeoGiFuDl,0,0,Photos,,,,,Lifetime,2698,1008,73,55,13,5,104,76,28,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,JUANKada Host Ikay updated their cover photo.,,0,1/2/2026 18:39,N/A,https://www.facebook.com/photo.php?fbid=122184669344383179&set=a.122140909430383179&type=3,0,0,Photos,,,,,Lifetime,2,1,19,17,1,1,0,,,,,,,,,,
1.22185E+17,6.15615E+13,JUANKada Host Ikay,"Don't leave me dancin' alone 🎶🫶

Good thing sinamahan ako ni Juankada Lance sa trend na ‘to! 

Kanino mas bagay yung trend na 'to? Comment na, Kikays! 🌸

#Juan365Studios
#ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay","Don't leave me dancin' alone 🎶🫶

Good thing sinamahan ako ni @[61584243275518:2048:Juankada Lance] sa trend na ‘to! 

Kanino mas bagay yung trend na 'to? Comment na, Kikays! 🌸

#Juan365Studios
#ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",15,1/1/2026 20:14,N/A,https://www.facebook.com/reel/856971900558109/,0,0,Videos,,,,,Lifetime,3136,1182,58,54,1,3,53,53,,,,21882.778,9.428,0,0,0,
1.22104E+17,6.15856E+13,JuanKada Star,"Kamusta, Star Babies? ⭐️

Sana masaya at puno ng good energy ang simula ng 2026 niyo! Sama-sama tayong mag shine this year 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaIkay",,0,12/31/2025 21:14,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid026gYS3B6PfZLUbRUZyAzVgsmqEZ4eG7Qe316qCWkXbyFYDeo1cMjG7WTXCMWjycfZl,0,0,Photos,,,,,Lifetime,311,139,10,9,0,1,5,2,3,,,,,,,,
1.22105E+17,6.15856E+13,JuanKada Star,"Star Babies, nasaan na kayo? 👀🔥

Tara na! Live na live ako now sa Color Game!

See you there! 😍

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/1/2026 16:52,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid031M9d5o2iAR7DvKMBi6hYp4veMxEc1isjx54ngVkk9XxdAZVE4womSCTqtEKpzfyhl,0,0,Photos,,,,,Lifetime,1302,540,38,35,0,3,104,51,53,,,,,,,,
1.22105E+17,6.15856E+13,JuanKada Star,"Salamat sa lahat ng sumama sa amin nina Juankada Alexchoozy, at Juankada Papa Joe sa live kanina! 😎

Nag-enjoy ba kayo, Star Babies? 🌟 Abangan niyo lang kami palagi sa Color Game para sa mas maraming fun, tawa, at syempre surpresa pa rin sa inyo!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/2/2026 2:11,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0vVw8Pur7CoQ2yey8LapS28p2sR2Hp6H7WkUpESnABPkxVnGMmqV1iCp9XwWWRQwDl,0,0,Photos,,,,,Lifetime,405,190,22,19,2,1,31,20,11,,,,,,,,
1.22105E+17,6.15856E+13,JuanKada Star,"Star Babies! Abangan niyo ako sa Color Game from 6AM–2PM! ⭐️✨ 

Marami pang shining moments ang mangyayari kaya stay tuned! 😎

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/2/2026 14:17,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0dfVCB6QGVKwNaHk79G1fd99rEH7ce8BXbsJdKsy5Fr4krRqtuht9BVdRraMSExYBl,0,0,Photos,,,,,Lifetime,619,310,18,16,0,2,20,8,12,,,,,,,,
1.22105E+17,6.15856E+13,JuanKada Star,JuanKada Star updated their cover photo.,,0,1/2/2026 18:38,N/A,https://www.facebook.com/photo.php?fbid=122104867689185509&set=a.122101646277185509&type=3,0,0,Photos,,,,,Lifetime,693,326,25,23,1,1,1,1,,,,,,,,,
1.22105E+17,6.15856E+13,JuanKada Star,⭐️,"Serving looks, serving energy, and maybe stealing your attention too! 🥰

Strong, fearless, unstoppable — that’s how we do it, Star Babies! Own your power every single day ⭐️🩷

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",14,1/2/2026 20:07,N/A,https://www.facebook.com/reel/1574867356880699/,0,0,Videos,,,,,Lifetime,536,239,28,24,1,3,7,7,,,,1726.028,3.768,0,0,0,
1.22105E+17,6.15856E+13,JuanKada Star,"Pink mood, pretty vibe, confident heart 🌸

Sabay-sabay tayong mag-glow, Star Babies! ⭐️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/2/2026 23:36,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02SL3JnaMkSDtj5PUNNgZw61MR67LutVRhyUHHWxftJq22ZU3jkSbok5uvRedvhH8Nl,0,0,Photos,,,,,Lifetime,456,178,37,27,7,3,40,15,25,,,,,,,,
1.22105E+17,6.15856E+13,JuanKada Star,"Set your alarms na para hindi mahuli sa fun! 🌟

What’s up, Star Babies?! 🎉 Color Game LIVE is on! 

Catch me 6AM–2PM for colors, fun, and prizes!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/3/2026 14:35,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02dADa7ZEWFhaTG89ufziSa9qjSSHAgZhyFyXwhBB1Kd9j6SGoEyWvzPX9vjuzxFKml,0,0,Photos,,,,,Lifetime,1189,535,33,29,0,4,46,16,30,,,,,,,,
1.22105E+17,6.15856E+13,JuanKada Star,🫶🫰❤️,,0,1/3/2026 19:09,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02ndDW38eTL48XdNjNdMxed2jzGLaBcismcviFq96A2SwyRPDuHdb4g1qDMicF1Wcsl,0,1,Photos,,,,,Lifetime,179,107,7,6,0,1,4,3,1,,,,,,,,
1.22105E+17,6.15856E+13,JuanKada Star,🫰🫶❤️,,0,1/3/2026 19:09,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02q3syxe2NkMuw7vi1D3rFW7arEMd4xE4Z9XrrUB53w7WVmKqXNhKQRwm6WtvJxyf4l,0,1,Photos,,,,,Lifetime,181,106,6,6,0,0,3,1,2,,,,,,,,
1.22105E+17,6.15856E+13,JuanKada Star,Iba ang saya at kulitan kapag kasama c Juankada Shann 😊🫶🫰❤️,,0,1/3/2026 23:12,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0MmeMMcKjxgmM5RoJQH7BHNLx2Emj2JzjtMeqLBerVKuvm4zTqaBThcQby4DGz5Xhl,0,1,Photos,,,,,Lifetime,230,124,8,8,0,0,8,1,7,,,,,,,,
1.22105E+17,6.15856E+13,JuanKada Star,"Star Babies! 🌟 Checking in—kamusta kayo diyan?

Sending you light, love, and shining moments today 💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Star Babies! 🌟 Checking in—kamusta kayo diyan?

Sending you light, love, and shining moments today 💖

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",7,1/4/2026 0:23,N/A,https://www.facebook.com/reel/821548457603598/,0,0,Videos,,,,,Lifetime,530,273,25,18,6,1,14,14,,,,1749.236,4.899,0,0,0,
1.22105E+17,6.15856E+13,JuanKada Star,🔥,"Sino ba naman nga ang ’di mahuhumaling sa ganda ko at gaan sa loob, diba Star babies? 💫⭐️

Heart react niyo nga 'to if you agree 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies #fypシ #reelschallenge #highlights #followersreels #foryoupageシ",21,1/4/2026 1:04,N/A,https://www.facebook.com/reel/2058033188264950/,0,0,Videos,,,,,Lifetime,10520,898,1608,1577,22,9,59,59,,,,42913.394,9.091,0,0,0,
1.22105E+17,6.15856E+13,JuanKada Star,"Star Babies! Sana nag-enjoy kayo sa Color Game Live kanina kasama sina JuankadaPapa Joe at Juankada Jedi! ✨

Masaya ba kayo habang naglaro? 🥰

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/4/2026 2:00,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02DByP1bTW7Tvp2VCaLxVjL2zPzPnrE3pGbMNfEzEe8zM9c5aYBfVGxUHoY53WGm7Bl,0,0,Photos,,,,,Lifetime,449,187,14,12,1,1,21,8,13,,,,,,,,
1.22105E+17,6.15856E+13,JuanKada Star,,,0,1/4/2026 14:19,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02XduQM8bXMBNPJzTrYs3TiTf7GdQq6ZDHD2QLxjD5TgeaYt37SuHzFUrW9LPFAqc3l,0,1,Photos,,,,,Lifetime,188,106,6,6,0,0,0,,,,,,,,,,
1.22105E+17,6.15856E+13,JuanKada Star,Live now at 6am-2pm. See you Star Babies 🫶🫰❤️,,0,1/4/2026 15:05,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0289j6dFnbnyJBe7bQ5vfKZnxf6t5U8A65sTgrHiVgvbsHqSF1rkiJWA6N8dpSdSzQl,0,1,Photos,,,,,Lifetime,305,143,11,10,1,0,13,4,9,,,,,,,,
1.22105E+17,6.15856E+13,JuanKada Star,"Stop scrolling at mag-join na, Star Babies! ✨

Color Game LIVE na! Catch me from 6AM–2PM at sabay-sabay tayong mag-ALL IN sa SAYA! 🔥

Wala pa ang app? Download na ang Juan365 now sa App Store & Play Store!","Stop scrolling at mag-join na, Star Babies! ✨

Color Game LIVE na! Catch me from 6AM–2PM at sabay-sabay tayong mag-ALL IN sa SAYA! 🔥

Wala pa ang app? Download na ang Juan365 now sa App Store & Play Store!",10,1/4/2026 16:48,N/A,https://www.facebook.com/reel/1424385785877905/,0,0,Videos,,,,,Lifetime,363,226,11,11,0,0,2,2,,,,1407.15,4.972,0,0,0,
1.22106E+17,6.15856E+13,JuanKada Star,"If you see this, it’s your sign to join the fun! ✨

Abangan niyo ko sa Color Game!
Download the Juan365 App sa Play Store and App Store — then watch me live! 📲

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","If you see this, it’s your sign to join the fun! ✨

Abangan niyo ko sa Color Game!
Download the Juan365 App sa Play Store and App Store — then watch me live! 📲

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",12,1/5/2026 17:00,mixed,https://www.facebook.com/reel/1373359894569140/,1,0,Videos,,,,,Lifetime,981,352,50,44,2,4,14,14,,,,4277.653,5.665,0,0,0,
1.22106E+17,6.15856E+13,JuanKada Star,Perfect talaga 🔥❤️,,0,1/5/2026 18:51,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid033TFF4Npk5bdsEy5Kz23AQ5nAkSC5LqAQdZHDqWtVQXxju8zT5htyjB3dUnAxQEQZl,0,1,Photos,,,,,Lifetime,282,126,9,5,1,3,2,1,1,,,,,,,,
1.22106E+17,6.15856E+13,JuanKada Star,"Trying the cutest trend 🥰

Kayo na lang kulang, Star Babies!Sumali din kayo 😁

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Trying the cutest trend 🥰

Kayo na lang kulang, Star Babies!Sumali din kayo 😁

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",6,1/5/2026 22:00,N/A,https://www.facebook.com/reel/1420020165786870/,1,0,Videos,,,,,Lifetime,564,268,16,14,0,2,6,6,,,,1693.007,5.145,0,0,0,
1.22106E+17,6.15856E+13,JuanKada Star,"Food trip time! With Juankada Jedi and Marco 🥰

Kumain na rin ba kayo, Star Babies? ⭐️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Food trip time! With Juankada Jedi and Marco 🥰

Kumain na rin ba kayo, Star Babies? ⭐️

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",12,1/6/2026 3:00,mixed,https://www.facebook.com/reel/1374712500328362/,1,0,Videos,,,,,Lifetime,690,305,19,15,1,3,17,17,,,,4340.163,9.156,0,0,0,
1.22106E+17,6.15856E+13,JuanKada Star,"Senti muna! 

Star Babies, bagay ba sakin ang emote era? 🤣🤣

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Senti muna! 

Star Babies, bagay ba sakin ang emote era? 🤣🤣

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",16,1/6/2026 6:56,N/A,https://www.facebook.com/reel/1977967359601304/,0,0,Reels,,,,,Lifetime,4394,1205,1557,1512,39,6,88,88,,,,28956.978,9.322,0,,0,
1.22106E+17,6.15856E+13,JuanKada Star,Beautiful Girls ✨️🫶,"Shoutout to all my beautiful girls out there! ✨

Keep shining, queens! 💫

Like, follow & drop a ""💖"" if you feel this!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",21,1/6/2026 17:25,N/A,https://www.facebook.com/reel/1239649934250454/,0,0,Videos,,,,,Lifetime,544,336,30,24,2,4,7,7,,,,3795.009,9.035,0,0,0,
1.22106E+17,6.15856E+13,JuanKada Star,Follow na Star babies ✨️⭐️🫶🫰,,0,1/7/2026 1:27,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0R1A6m7vaJ58rpfE8uEQSM14VN5G1uXyGHNSFs7CDYb538mKUcKJQAVsSxQZ2RdXTl,0,1,Photos,,,,,Lifetime,202,102,7,5,0,2,1,1,,,,,,,,,
1.22106E+17,6.15856E+13,JuanKada Star,"Me, myself and I 🫶","Learning to love myself more every day ✨

You should too, Star Babies!⭐

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",17,1/7/2026 3:02,N/A,https://www.facebook.com/reel/1933268847286240/,0,0,Videos,,,,,Lifetime,784,277,67,57,4,6,12,12,,,,3620.457,5.518,0,0,0,
1.22106E+17,6.15856E+13,JuanKada Star,Eenie Meenie 🎶,"You seem like the type to love ’em and leave ’e 🎶

Pero ako? Hindi ko kayo iiwan! Sama-sama tayo sa Color Game, kaya huwag palampasin ang saya!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies@",11,1/7/2026 6:48,N/A,https://www.facebook.com/reel/1069929268595721/,0,0,Videos,,,,,Lifetime,341,230,25,21,1,3,11,11,,,,1079.344,3.854,0,0,0,
1.22106E+17,6.15856E+13,JuanKada Star,"Hindi lang kami babae.

BABAE kami — may boses, may pangarap, may lakas. 

Drop a “⭐️” kung proud din kayong maging babae, Star Babies!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Hindi lang kami babae.

BABAE kami — may boses, may pangarap, may lakas. 

Drop a “⭐️” kung proud din kayong maging babae, Star Babies!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",29,1/7/2026 17:00,mixed,https://www.facebook.com/reel/1636849521065349/,1,0,Videos,,,,,Lifetime,550,195,57,41,10,6,12,12,,,,2803.928,5.978,0,0,0,
1.22106E+17,6.15856E+13,JuanKada Star,Follow Juan365 Studios for more updates ✨️⭐️🫰🫰,,0,1/7/2026 17:00,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid04nncMUqxFKpTfBPGFu6Cs6YbXL3xypZpYgkbmzuANYbQpK12xLGcw35txPsJp7Hsl,0,1,Photos,,,,,Lifetime,238,108,7,7,0,0,8,7,1,,,,,,,,
1.22106E+17,6.15856E+13,JuanKada Star,"Sip, relax, repeat ☕💛

Kayo rin ba, Star babies, mahilig sa coffee?

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Sip, relax, repeat ☕💛

Kayo rin ba, Star babies, mahilig sa coffee?

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",25,1/7/2026 22:00,mixed,https://www.facebook.com/reel/1196601555384497/,1,0,Videos,,,,,Lifetime,292,168,25,18,3,4,11,11,,,,1561.01,6.345,0,0,0,
1.22106E+17,6.15856E+13,JuanKada Star,"Some people leave, some people stay… pero ako... gutom lang ako 😂

Tara samgyup, Star Babies!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies","Some people leave, some people stay… pero ako... gutom lang ako 😂

Tara samgyup, Star Babies!

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",14,1/8/2026 3:01,mixed,https://www.facebook.com/reel/852659351107222/,1,0,Videos,,,,,Lifetime,591,207,24,20,1,3,8,8,,,,2713.709,5.606,0,0,0,
1.22106E+17,6.15856E+13,JuanKada Star,"Star Babies! Kita-kits tayo mamaya sa LIVE ng Color Game from 10PM–6AM! ⭐️

See you there! 

#Juan365Studios #ALLINJUANLIVE #Juan365 #ColorGameLive #JuankadaStar #StarBabies",,0,1/8/2026 7:05,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid02d4KXScUg86tGVsWvErx4m1hsUX3omKVebDNy9sGKqTURmxf1cL2AADeXRcbpDaN8l,0,0,Photos,,,,,Lifetime,1323,546,56,44,4,8,42,18,24,,,,,,,,
1.22106E+17,6.15856E+13,JuanKada Star,"⭐️ 𝐒𝐭𝐚𝐫 𝐁𝐚𝐛𝐢𝐞𝐬! ⭐️
𝐎𝐌𝐆 𝐠𝐮𝐲𝐬… 𝐤𝐮𝐧𝐠 𝐤𝐚𝐦𝐢 𝐚𝐧𝐠 𝐬𝐞𝐚𝐭𝐦𝐚𝐭𝐞 𝐦𝐨, 𝐚𝐛𝐬𝐞𝐧𝐭 𝐤𝐚 𝐛𝐚? 😱
comment “𝐘𝐄𝐒” or “𝐍𝐎”! 👀💥

Live ang 𝐂𝐨𝐥𝐨𝐫 𝐆𝐚𝐦𝐞 till 5AM sa Juan365 app & website! 🎨",,0,1/8/2026 11:30,N/A,https://www.facebook.com/JuanKadaStarOfficialPage/posts/pfbid0HBpvB5fCUGGWkfbNNu5a9tyYoiY8Bz2CMkNvbx6LnKAPSpb9TEdeTzZ7J6Z35w4Yl,0,0,Photos,,,,,Lifetime,2415,918,58,47,4,7,172,65,107,,,,,,,,
