Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Negative feedback from users: Hide all,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Link Clicks,Matched Audience Targeting Consumption (Video Click)
1.22116E+17,6.1584E+13,Juankada Jedi,"🌟 Jedi Babes! We are officially LIVE! 🌟Let’s make tonight fun, exciting, and full of kulay! Ready ka na ba? Tune in now! 🎮💖#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife","🌟 Jedi Babes! We are officially LIVE! 🌟Let’s make tonight fun, exciting, and full of kulay! Ready ka na ba? Tune in now! 🎮💖#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife",14,1/12/2026 7:53,N/A,https://www.facebook.com/reel/820574054357401/,0,0,Videos,,,,,Lifetime,2774,262,30,26,2,2,5,4,,,5891.992,3.137,0,0,0,1,
1.22116E+17,6.1584E+13,Juankada Jedi,"Accidentally cute? Always. 😉💛

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife","Accidentally cute? Always. 😉💛

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife",16,1/12/2026 7:00,mixed,https://www.facebook.com/reel/1185865323756793/,1,0,Videos,,,,,Lifetime,2781,385,34,32,2,0,17,9,,,6119.23,3.282,0,0,0,8,
1.22116E+17,6.1584E+13,Juankada Jedi,"Jedi Babes! 💫
Masaya talaga ako sa tuwing napapaswerte ko kayo 𝐬𝐚𝐛𝐚𝐲-𝐬𝐚𝐛𝐚𝐲 𝐭𝐚𝐲𝐨𝐧𝐠 𝐦𝐚𝐠-𝐞𝐧𝐣𝐨𝐲 𝐚𝐭 𝐦𝐚𝐧𝐚𝐥𝐨!
 🍀

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife","Jedi Babes! 💫
Masaya talaga ako sa tuwing napapaswerte ko kayo 𝐬𝐚𝐛𝐚𝐲-𝐬𝐚𝐛𝐚𝐲 𝐭𝐚𝐲𝐨𝐧𝐠 𝐦𝐚𝐠-𝐞𝐧𝐣𝐨𝐲 𝐚𝐭 𝐦𝐚𝐧𝐚𝐥𝐨!
 🍀

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife",22,1/12/2026 4:08,N/A,https://www.facebook.com/reel/1567942914229726/,0,0,Videos,,,,,Lifetime,3247,350,25,18,4,3,19,11,,,5861.173,3.861,0,0,0,8,
1.22115E+17,6.1584E+13,Juankada Jedi,"Jedi Babes! No need to miss me anymore! Im back, refreshed, and ready to make your lucks go all out! ❤️Catch me at the Juan365 App and website!#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife","Jedi Babes! No need to miss me anymore! Im back, refreshed, and ready to make your lucks go all out! ❤️Catch me at the Juan365 App and website!#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife",23,1/11/2026 11:35,N/A,https://www.facebook.com/reel/2653671018342027/,0,0,Videos,,,,,Lifetime,2251,469,35,29,3,3,9,5,,,2960.732,3.399,0,0,0,4,
1.22115E+17,6.1584E+13,Juankada Jedi,"Jedi Babes, you’re way too beautiful 💖
Tune in live on the app/website and join the excitement!

#JediBabes #Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts  #ForYou #FYP #ForYouPage #ContentCreator #HostLife","Jedi Babes, you’re way too beautiful 💖
Tune in live on the app/website and join the excitement!

#JediBabes #Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts  #ForYou #FYP #ForYouPage #ContentCreator #HostLife",16,1/11/2026 4:00,mixed,https://www.facebook.com/reel/1897660217502858/,1,0,Videos,,,,,Lifetime,11750,417,250,244,4,2,18,14,,,4716.824,1.686,0,0,0,4,
1.22115E+17,6.1584E+13,Juankada Jedi,"Jedi Babes! Miss me? 💅 Fresh nails, fresh vibes—𝐫𝐞𝐚𝐝𝐲 𝐭𝐨 𝐛𝐫𝐢𝐧𝐠 𝐚𝐥𝐥 𝐭𝐡𝐞 𝐟𝐮𝐧 𝐚𝐧𝐝 𝐞𝐱𝐜𝐢𝐭𝐞𝐦𝐞𝐧𝐭 𝐬𝐭𝐫𝐚𝐢𝐠𝐡𝐭 𝐭𝐨 𝐲𝐨𝐮.

#JediBabes #Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts  #ForYou #FYP #ForYouPage #ContentCreator #hostlife","Jedi Babes! Miss me? 💅 Fresh nails, fresh vibes—𝐫𝐞𝐚𝐝𝐲 𝐭𝐨 𝐛𝐫𝐢𝐧𝐠 𝐚𝐥𝐥 𝐭𝐡𝐞 𝐟𝐮𝐧 𝐚𝐧𝐝 𝐞𝐱𝐜𝐢𝐭𝐞𝐦𝐞𝐧𝐭 𝐬𝐭𝐫𝐚𝐢𝐠𝐡𝐭 𝐭𝐨 𝐲𝐨𝐮.

#JediBabes #Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts  #ForYou #FYP #ForYouPage #ContentCreator #hostlife",16,1/11/2026 2:09,N/A,https://www.facebook.com/reel/1175333451422425/,0,0,Videos,,,,,Lifetime,1811,617,31,27,3,1,13,10,,,4045.164,4.753,0,0,0,3,
1.22115E+17,6.1584E+13,Juankada Jedi,"Hi Jedi Babes! ✨
Sharing my dance cover of The Fate of Ophelia by Taylor Swift 🌊

If you felt it, comment ❤️ Jedi Babes!

#JediBabes #DanceCover #TaylorSwift #Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife","Hi Jedi Babes! ✨
Sharing my dance cover of The Fate of Ophelia by Taylor Swift 🌊

If you felt it, comment ❤️ Jedi Babes!

#JediBabes #DanceCover #TaylorSwift #Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife",16,1/9/2026 4:08,N/A,https://www.facebook.com/reel/1399306921835815/,0,0,Videos,,,,,Lifetime,6079,3197,177,158,16,3,34,18,,,34131.17,8.564,0,0,0,16,
1.22115E+17,6.1584E+13,Juankada Jedi,Good Morning Jedi Babes! Kamusta ang pag gising niyo? Handa na ba kayo na gisingin ko ang swerte niyo? Comment ❤️ if ready na Jedi Babes!#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife,Good Morning Jedi Babes! Kamusta ang pag gising niyo? Handa na ba kayo na gisingin ko ang swerte niyo? Comment ❤️ if ready na Jedi Babes!#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife,16,1/7/2026 20:02,N/A,https://www.facebook.com/reel/1267780449563700/,0,0,Videos,,,,,Lifetime,3688,2175,196,160,26,10,55,30,,,24565.19,7.272,0,0,0,25,
1.22114E+17,6.1584E+13,Juankada Jedi,"Eenie meenie,  𝐩𝐢𝐜𝐤 𝐚 𝐜𝐨𝐥𝐨𝐫 𝐰𝐢𝐭𝐡 𝐦𝐞!💗 
Comment your color below 👇

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #WatchWithMe #ForYou #ForYouPage #FYP #TrendingNow #ViralPH #ExplorePH","Eenie meenie,  𝐩𝐢𝐜𝐤 𝐚 𝐜𝐨𝐥𝐨𝐫 𝐰𝐢𝐭𝐡 𝐦𝐞!💗 
Comment your color below 👇

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #WatchWithMe #ForYou #ForYouPage #FYP #TrendingNow #ViralPH #ExplorePH",14,1/7/2026 7:59,N/A,https://www.facebook.com/reel/2001066920463885/,0,0,Videos,,,,,Lifetime,2012,445,66,53,9,4,18,9,,,3749.324,4.728,0,0,0,9,
1.22114E+17,6.1584E+13,Juankada Jedi,"Good Morning Jedi Babes! 🔥Let’s get this morning started with high energy and overflowing na swerte!👉Pasok na and manood ng Color Game Live at the Juan365 app / Website!

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife","Good Morning Jedi Babes! 🔥Let’s get this morning started with high energy and overflowing na swerte!👉Pasok na and manood ng Color Game Live at the Juan365 app / Website!

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife",14,1/6/2026 18:43,N/A,https://www.facebook.com/reel/1427405319040021/,0,0,Videos,,,,,Lifetime,1390,375,55,42,9,4,15,10,,,2101.669,3.732,0,0,0,5,
1.22114E+17,6.1584E+13,Juankada Jedi,"Kung ikaw ‘yun, girl… tatanggapin mo ba yung 1M? 🤔

O susugal ka sa Color Game — baka mas bongga pa panalo mo! 🎡💖
Comment mo, curious ako!

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife","Kung ikaw ‘yun, girl… tatanggapin mo ba yung 1M? 🤔

O susugal ka sa Color Game — baka mas bongga pa panalo mo! 🎡💖
Comment mo, curious ako!

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife",16,1/6/2026 6:08,N/A,https://www.facebook.com/reel/856540087229021/,0,0,Videos,,,,,Lifetime,1710,423,28,22,4,2,43,34,,,3607.64,5.533,0,0,0,9,
1.22114E+17,6.1584E+13,Juankada Jedi,Jedi Babes! Good morning! ☀️Ready na ba kayo maglaro? 🎮Tara na sa Juan365 app and website — baka sa inyo na mapunta ang swerte today! 🍀✨#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife,Jedi Babes! Good morning! ☀️Ready na ba kayo maglaro? 🎮Tara na sa Juan365 app and website — baka sa inyo na mapunta ang swerte today! 🍀✨#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   #JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife,18,1/5/2026 20:01,N/A,https://www.facebook.com/reel/1374483311081156/,0,0,Videos,,,,,Lifetime,1794,518,53,49,2,2,51,38,,,4467.513,5.389,0,0,0,12,1
1.22114E+17,6.1584E+13,Juankada Jedi,"𝐋𝐞𝐭𝐬 𝐠𝐞𝐭 𝐢𝐭 𝐁𝐎𝐎𝐌 𝐁𝐎𝐎𝐌 𝐉𝐄𝐃𝐈𝐁𝐀𝐁𝐄𝐒! 

Can't handle my own cuteness! Can you handle it for me? 😉

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife","𝐋𝐞𝐭𝐬 𝐠𝐞𝐭 𝐢𝐭 𝐁𝐎𝐎𝐌 𝐁𝐎𝐎𝐌 𝐉𝐄𝐃𝐈𝐁𝐀𝐁𝐄𝐒! 

Can't handle my own cuteness! Can you handle it for me? 😉

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife",16,1/5/2026 3:21,N/A,https://www.facebook.com/reel/1574472580461784/,0,0,Videos,,,,,Lifetime,2752,142,16,14,1,1,5,5,,,2127.262,3.11,0,0,0,,
1.22114E+17,6.1584E+13,Juankada Jedi,"Jedi Babes! We’re still LIVE — habol pa kayo! 🎥✨
Baka dito mo na makuha ang swerte mo, kaya pasok na at samahan kami! 🍀🔥

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife","Jedi Babes! We’re still LIVE — habol pa kayo! 🎥✨
Baka dito mo na makuha ang swerte mo, kaya pasok na at samahan kami! 🍀🔥

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife",11,1/4/2026 21:40,N/A,https://www.facebook.com/reel/4147792805487917/,0,0,Videos,,,,,Lifetime,3114,247,23,18,3,2,8,8,,,2334.856,2.782,0,0,0,,
1.22114E+17,6.1584E+13,Juankada Jedi,"What’s up, Jedi Babes! ⚡️

𝐊𝐮𝐧𝐠 𝐫𝐞𝐚𝐝𝐲 𝐤𝐚 𝐬𝐚 𝐬𝐰𝐞𝐫𝐭𝐞, type “GAME!” sa comments — then nood na sa Juan365 app and website! 🎯

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife","What’s up, Jedi Babes! ⚡️

𝐊𝐮𝐧𝐠 𝐫𝐞𝐚𝐝𝐲 𝐤𝐚 𝐬𝐚 𝐬𝐰𝐞𝐫𝐭𝐞, type “GAME!” sa comments — then nood na sa Juan365 app and website! 🎯

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife",9,1/4/2026 3:01,mixed,https://www.facebook.com/reel/1852322702056151/,1,0,Videos,,,,,Lifetime,7629,5884,144,137,6,1,22,15,,,35708.595,6.077,0,0,0,7,
1.22114E+17,6.1584E+13,Juankada Jedi,"𝟕𝐊 𝐚𝐧𝐝 𝐜𝐨𝐮𝐧𝐭𝐢𝐧𝐠, Jedi Babes! 🙌

Like, heart ❤️, comment, and share — let’s spread the fun!
Kita-kits sa Color Game Live sa Juan365 app at website!

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife",,0,1/3/2026 20:37,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02Wg5zRTJ5891aekDRYsy2yxbwswRidyXT7yKi1WScfKhFy3ogtqc6m2hoQkp7wRkUl&id=61583996447175,0,0,Photos,,,,,Lifetime,408,135,21,16,5,0,19,19,,,,,,,,,
1.22114E+17,6.1584E+13,Juankada Jedi,"Good morning, Juankada! ✨
Kumpleto na ba kayo? 💖
LIVE na tayo sa Juan365 — good vibes, fun games, at lovely moments to start the day right 🌤️ kasama si JuanKada Star and Juankada Papa Joe
Comment “LIVE” kung nanonood ka na 👇

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #ContentCreator #HostLife",,0,1/3/2026 18:11,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0tMCtnpb4reQzLhB84Fj6Kg3D2RcyENz1Q6EZihpQoq6S1jKrGS18kb3oTDJFjMUul&id=61583996447175,0,0,Photos,,,,,Lifetime,1220,534,34,31,1,2,35,28,7,,,,,,,,
1.22113E+17,6.1584E+13,Juankada Jedi,Juankada Jedi updated their cover photo.,,0,1/2/2026 18:42,N/A,https://www.facebook.com/photo.php?fbid=122113454265133214&set=a.122110480779133214&type=3,0,0,Photos,,,,,Lifetime,0,1,13,12,1,0,0,,,,,,,,,,
1.22113E+17,6.1584E+13,Juankada Jedi,"🚨 Jedi Babes! 𝐎𝐧𝐞 𝐜𝐥𝐢𝐜𝐤 could be your 𝐥𝐮𝐜𝐤𝐲 𝐜𝐡𝐚𝐫𝐦 — like, share, and follow now! 🍀

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage",,0,1/2/2026 4:10,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0hUdJUckNTAA8A9gdMW6aLyqPfSwcS8vZm6deQbcSb1bKgbTfnX6guWzBmkLEdaVil&id=61583996447175,0,0,Photos,,,,,Lifetime,561,178,27,17,7,3,10,7,3,,,,,,,,
1.22113E+17,6.1584E+13,Juankada Jedi,"Juankada, kumpleto na ba kayo? 💖
LIVE na tayo sa Juan365 — good vibes, fun games, at lovely moments all night long ✨
Drop “LIVE” sa comments kung nanonood ka na 👇",,0,1/1/2026 2:29,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid021iKtwTMdiC7QtAPXoooikaCxgYaZKi6yNXdHRhVF63QrUvV2pmphRK46pLNN3P4bl&id=61583996447175,0,0,Photos,,,,,Lifetime,649,207,22,16,5,1,13,11,2,,,,,,,,
1.22113E+17,6.1584E+13,Juankada Jedi,"Happy New Year, Jedi Babes! ✨🎆
New year, same glow—more wins, more laughs, more ALL-IN JUAN moments! 💖🥂

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #HappyNewYear","Happy New Year, Jedi Babes! ✨🎆
New year, same glow—more wins, more laughs, more ALL-IN JUAN moments! 💖🥂

#Juan365 #Juan365Studios #JuankadaJedi #Juankada #JuankadaHosts #ALLINJUANLIVE   
#JediBabes #TrendingNow #TikTokTrend #ForYou #FYP #ForYouPage #HappyNewYear",16,12/31/2025 8:00,uploaded,https://www.facebook.com/reel/1397655912078957/,1,0,Videos,,,,,Lifetime,3221,2584,31,24,7,0,48,14,,,24349.991,8.736,0,0,0,34,
1.2212E+17,6.15842E+13,Juankada Lance,"𝐉𝐮𝐚𝐧𝐤𝐚𝐝𝐚! 🎉 𝐎𝐧𝐜𝐞 𝐚𝐠𝐚𝐢𝐧, 𝐇𝐚𝐩𝐩𝐲 𝐍𝐞𝐰 𝐘𝐞𝐚𝐫!",,0,12/31/2025 14:26,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0VVWCvdrsNwuL1kEJYbVEr2ysnqgxxaKv55kDoyB3MEtPdqiY46iqp6YZ7rnU29kHl&id=61584243275518,0,1,Text,,,,,Lifetime,,62,12,12,0,0,5,5,,,,,,,,,
1.2212E+17,6.15842E+13,Juankada Lance,"𝐅𝐢𝐧𝐞 𝐞𝐯𝐞𝐧𝐢𝐧𝐠 𝐯𝐢𝐛𝐞𝐬 ✨ 𝐊𝐚𝐦𝐮𝐬𝐭𝐚 𝐚𝐧𝐠 𝐚𝐫𝐚𝐰 𝐦𝐨? 𝐂𝐨𝐦𝐦𝐞𝐧𝐭 𝐛𝐞𝐥𝐨𝐰 👇

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #gwapitongtito #JuankadaLance",,0,1/1/2026 5:16,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0qqQkkG1wV38HxyQma5rDrrYBtpUoeBjqtHyvUHAVT88jtnyUMTTtvkKXmamQMHYHl&id=61584243275518,0,0,Photos,,,,,Lifetime,212,80,17,13,3,1,10,5,5,,,,,,,,
1.2212E+17,6.15842E+13,Juankada Lance,"Hi Its me Gwapitong tito samahan niyo po kami, Live at Juan365 app at Website till 5am🤩",,0,1/1/2026 6:57,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02GDMTvCa35jEMfmtiScLjreeeBSkNDfKWPd2oH2GnFr8HdYvkX4h5fu6waVMG3JqFl&id=61584243275518,0,1,Photos,,,,,Lifetime,122,62,10,10,0,0,2,,2,,,,,,,,
1.2212E+17,6.15842E+13,Juankada Lance,"𝐍𝐚𝐭𝐮𝐫𝐞 𝐯𝐢𝐛𝐞𝐬 𝐥𝐚𝐧𝐠,𝐂𝐡𝐢𝐥𝐥 𝐥𝐚𝐧𝐠. 💚🌿

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame",,0,1/2/2026 8:53,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02MpN19LfKusceuJWYwSW8bmW6QXLS8pHpYgJ2tNG6genCezt5MHBKkbMdbeCB51d7l&id=61584243275518,0,0,Photos,,,,,Lifetime,210,80,30,23,5,2,11,9,2,,,,,,,,
1.2212E+17,6.15842E+13,Juankada Lance,Juankada Lance updated their cover photo.,,0,1/2/2026 18:41,N/A,https://www.facebook.com/photo.php?fbid=122120025507141442&set=a.122098330299141442&type=3,0,0,Photos,,,,,Lifetime,0,0,14,14,0,0,0,,,,,,,,,,
1.2212E+17,6.15842E+13,Juankada Lance,"In case nakalimutan mo… Gwapitong Tito ’to 😎 Juankada Lance.
👉 Hit that Follow button! 

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #fypシviralシfypシ゚ #fypageシ","In case nakalimutan mo… Gwapitong Tito ’to 😎 Juankada Lance.
👉 Hit that Follow button! 

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #fypシviralシfypシ゚ #fypageシ",13,1/3/2026 6:02,N/A,https://www.facebook.com/reel/1524214245534093/,0,0,Videos,,,,,Lifetime,162,69,29,16,11,2,16,16,,,1083.206,11.402,0,0,0,,
1.2212E+17,6.15842E+13,Juankada Lance,"𝐅𝐨𝐨𝐝 𝐜𝐨𝐮𝐫𝐭 𝐬𝐮𝐫𝐯𝐢𝐯𝐚𝐥 𝐭𝐢𝐩:
𝐔𝐧𝐚𝐡𝐚𝐧 𝐦𝐨 𝐧𝐚 𝐚𝐧𝐠 𝐦𝐮𝐧𝐝𝐨. 𝐋𝐚𝐠𝐲𝐚𝐧 𝐦𝐨 𝐧𝐠 𝐠𝐚𝐦𝐢𝐭. 🫡

Follow for more life hacks😝

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaLance #fypageシ #reelsviralシ","𝐅𝐨𝐨𝐝 𝐜𝐨𝐮𝐫𝐭 𝐬𝐮𝐫𝐯𝐢𝐯𝐚𝐥 𝐭𝐢𝐩:
𝐔𝐧𝐚𝐡𝐚𝐧 𝐦𝐨 𝐧𝐚 𝐚𝐧𝐠 𝐦𝐮𝐧𝐝𝐨. 𝐋𝐚𝐠𝐲𝐚𝐧 𝐦𝐨 𝐧𝐠 𝐠𝐚𝐦𝐢𝐭. 🫡

Follow for more life hacks😝

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaLance #fypageシ #reelsviralシ",22,1/4/2026 5:19,N/A,https://www.facebook.com/reel/1500871050984342/,0,0,Videos,,,,,Lifetime,107,70,14,10,3,1,11,11,,,827.964,10.752,0,0,0,,
1.2212E+17,6.15842E+13,Juankada Lance,"𝐬𝐮𝐦𝐮𝐤𝐨 𝐤𝐚𝐧𝐚 𝐛𝐚𝐠𝐨 𝐩𝐚 𝐝𝐮𝐦𝐚𝐧𝐚𝐤 𝐚𝐧𝐠 𝐝𝐮𝐠𝐨🤦

👉 Follow for more kulitan at tawanan

 #Juan365 #Juan365studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaLance #Reels #fypシ゚viralシfypシ゚","𝐬𝐮𝐦𝐮𝐤𝐨 𝐤𝐚𝐧𝐚 𝐛𝐚𝐠𝐨 𝐩𝐚 𝐝𝐮𝐦𝐚𝐧𝐚𝐤 𝐚𝐧𝐠 𝐝𝐮𝐠𝐨🤦

👉 Follow for more kulitan at tawanan

 #Juan365 #Juan365studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaLance #Reels #fypシ゚viralシfypシ゚",32,1/4/2026 18:00,mixed,https://www.facebook.com/reel/1189692280015669/,1,0,Videos,,,,,Lifetime,1277,61,21,15,6,0,7,7,,,4569.984,3.676,0,0,0,,
1.2212E+17,6.15842E+13,Juankada Lance,"𝐉𝐮𝐚𝐧𝐤𝐚𝐝𝐚, 𝐬𝐨𝐥𝐢𝐝 𝐚𝐧𝐠 𝐚𝐫𝐚𝐰 𝐧𝐚 ’𝐭𝐨! 💥

Kamusta ang live kanina—nag-enjoy ba kayo?

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #JuankadaLance",,0,1/5/2026 5:15,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02woc6CjGSpb8XFyCjMnwNBLo7NNzSVkRzefzYexuBJM4dgTJr12DXjE6gi6HdVMKZl&id=61584243275518,0,0,Photos,,,,,Lifetime,145,65,16,12,3,1,12,11,1,,,,,,,,
1.22121E+17,6.15842E+13,Juankada Lance,"𝐄𝐡𝐡? 

Surprise pala🤦

👉 Hit that Follow button!

#Juan365 #Juan365Studios #ALLINJUANLIVE #juan365colorgame #juankadalance",,0,1/5/2026 18:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0KAAC6PsiVCZp5AWq3H5eyeU4USzpkmXK4XPXXmYbNCBeQswKGS5HRj7yyERBfAKYl&id=61584243275518,0,0,Photos,,,,,Lifetime,247,116,31,21,7,3,24,13,11,,,,,,,,
1.22121E+17,6.15842E+13,Juankada Lance,"Black is not just a color… something big is happening 👀⚫
Color Game is LIVE on Juan365 app at Website🥳 

👉 Join the live now

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame #JuankadaLance",,0,1/6/2026 5:27,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid06q3wVKsTXAKVbSawRAhms8J16cHGxfaao6Gzx6FxMcn593VyfEva4PkJZFZzXxahl&id=61584243275518,0,0,Photos,,,,,Lifetime,174,79,23,17,5,1,6,4,2,,,,,,,,
