"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Matched Audience Targeting Consumption (Photo Click)","Other Clicks","Link Clicks","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions"
122109831669149417,61584482528597,"Juankada Shann","A day in 3 snapshots ✨📸

Ready na sa Color Game LIVE sa Juan365! 🎨
Pick your lucky color at manalo sa saya! 💙🧡

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines #ColorGameLive #ShanshineVibes #Juan365Moments #LuckyColor #GoodVibesOnly",,0,"01/02/2026 16:00",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0U6To42LHQzLwaNmn5BQUWqBwRVoMYudvhEj9e8AnVrt35VFfgeDHaZFsgsjB2h9Zl,0,0,Photos,,,,,Lifetime,61,26,5,5,0,0,12,4,8,,,,,,
122109743853149417,61584482528597,"Juankada Shann","Shanshines! Samahan niyo kami ni 𝐉𝐮𝐚𝐧𝐤𝐚𝐝𝐚 𝐋𝐨𝐢𝐬𝐚
sa pagbibigay ng saya dito lang sa 𝗝𝘂𝗮𝗻𝟯𝟲𝟱!🥰

Huwag palampasin ang kulitan, good vibes, at surprises.
 comment 💖 kung excited ka at share sa tropa para sama-sama tayo!

#Juan365Live #ShanshineVibes #GoodVibesOnly #FunTimesPH #Juan365Moments #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines",,0,"01/02/2026 07:31",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0cMgCoL7M6qmh6TbgGMmaB9xKFs1g2C9SrMZMeYTSQxUicZD4ZA7X1jpj8sqw67fjl,0,0,Photos,,,,,Lifetime,83,33,3,2,1,0,8,4,4,,,,,,
122109669927149417,61584482528597,"Juankada Shann","Grabe talaga si juankada sabbie jusme for more tawanan and saya donwload now juan 365 and catch us on color game🥰🤗💗🌈✨",,0,"01/02/2026 00:03",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid02WgWt82oMivosquB67mqdSUZycaLJXRUSe3C8vc7zdwutPuVKhR2oEB7B6FuN8TWDl,0,1,Text,,,,,Lifetime,,29,0,0,0,0,7,,7,,,,,,
122109669537149417,61584482528597,"Juankada Shann",,,0,"01/01/2026 23:59",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0ucG24AzUpnMLDSgvNFfsJUuDULJBgKHcKvBr7oFSqQhiagLYuq6xxJFPYdRzZVLwl,0,1,Photos,,,,,Lifetime,68,29,0,0,0,0,4,3,,1,,,,,
122109632745149417,61584482528597,"Juankada Shann","𝙎𝙝𝙖𝙣𝙨𝙝𝙞𝙣𝙚𝙨! 🌟 Sama-sama tayo sa Juan365 kasama ang aming energy queen, Criselda Alvarez! 😘💖

Color Game LIVE na pick your color, feel the vibe!
Follow me for more Shanshine magic! ✨❤️

#Juan365Live #ColorGameVibes #ShanshineEnergy #LuckyColor #GoodVibesOnly #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines",,0,"01/01/2026 18:51",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid03MLFcmMuiErtcqpxXhqQA1SHhrDFpFd9ZCgUaZ59Vgt7rtmhfB48KRR52Nc4BGX3l,0,0,Photos,,,,,Lifetime,795,288,60,48,0,12,47,27,20,,,,,,
122109502179149417,61584482528597,"Juankada Shann","𝐒𝐡𝐚𝐧𝐬𝐡𝐢𝐧𝐞𝐬! 😆

Tuloy-tuloy ang saya sa Juan365 Color Game LIVE! 🎨💛
Wag na magpahuli  follow me para updated ka sa kulitan at good vibes! 💖✨

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines #Juan365Live #ColorGameVibes #ShanshineEnergy #GoodVibesOnly #LuckyColor #FunTimesPH","𝐒𝐡𝐚𝐧𝐬𝐡𝐢𝐧𝐞𝐬! 😆

Tuloy-tuloy ang saya sa Juan365 Color Game LIVE! 🎨💛
Wag na magpahuli  follow me para updated ka sa kulitan at good vibes! 💖✨

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines #Juan365Live #ColorGameVibes #ShanshineEnergy #GoodVibesOnly #LuckyColor #FunTimesPH",17,"01/01/2026 03:11",N/A,https://www.facebook.com/reel/2255762268282446/,0,0,Videos,,,,,Lifetime,106,87,4,4,0,0,3,,3,,484.422,5.153,0,0,0
122109469527149417,61584482528597,"Juankada Shann","🥳🎉🌈💗 happy birthday sa juankada naming kikay",,0,"12/31/2025 23:20",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0B8on8bSDbCNdsnKfAeSprKwcgx4v59V1JyoNqURTEy83cwtStTQoCzktqw2ytFBkl,0,1,Photos,,,,,Lifetime,53,26,2,1,1,0,7,,7,,,,,,
122109466443149417,61584482528597,"Juankada Shann","𝗦𝗵𝗮𝗻𝘀𝗵𝗶𝗻𝗲𝘀, 𝘁𝘂𝗹𝗼𝘆-𝘁𝘂𝗹𝗼𝘆 𝗮𝗻𝗴 𝘀𝗮𝘆𝗮 𝘀𝗮 𝗝𝘂𝗮𝗻𝟯𝟲𝟱! 😆✨

Huwag palampasin join na rin kayo sa Color Game LIVE at subukan ang iyong swerte! 🎨💙💛

#Juan365Live #ColorGameLive #ShanshineVibes #GoodVibesOnly #LuckyColor #FunTimes #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines","𝗦𝗵𝗮𝗻𝘀𝗵𝗶𝗻𝗲𝘀, 𝘁𝘂𝗹𝗼𝘆-𝘁𝘂𝗹𝗼𝘆 𝗮𝗻𝗴 𝘀𝗮𝘆𝗮 𝘀𝗮 𝗝𝘂𝗮𝗻𝟯𝟲𝟱! 😆✨

Huwag palampasin join na rin kayo sa Color Game LIVE at subukan ang iyong swerte! 🎨💙💛

#Juan365Live #ColorGameLive #ShanshineVibes #GoodVibesOnly #LuckyColor #FunTimes #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines",23,"12/31/2025 22:59",N/A,https://www.facebook.com/reel/1284047153532702/,0,0,Videos,,,,,Lifetime,266,107,11,10,0,1,5,,5,,2613.264,13.001,0,0,0
122109437451149417,61584482528597,"Juankada Shann","𝘾𝙧𝙪𝙨𝙝, 𝙖𝙣𝙤 𝙣𝙖!! Hintay pa ba o aamin na? 😏

Top ❤️ at i-share ang post na ‘to para gumalaw na rin siya!
At syempre, follow me para updated ka sa mga kilig moments! ✨

#CrushAlert #KiligMoments #ShanshineVibes #CommentBait #TrendingPH #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines","𝘾𝙧𝙪𝙨𝙝, 𝙖𝙣𝙤 𝙣𝙖!! Hintay pa ba o aamin na? 😏

Top ❤️ at i-share ang post na ‘to para gumalaw na rin siya!
At syempre, follow me para updated ka sa mga kilig moments! ✨

#CrushAlert #KiligMoments #ShanshineVibes #CommentBait #TrendingPH #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #JuankadaShann #Shanshines",43,"12/31/2025 19:09",N/A,https://www.facebook.com/reel/1331843085379214/,0,0,Videos,,,,,Lifetime,72,60,4,4,0,0,1,,1,,556.285,8.691,0,0,0
122109421713149417,61584482528597,"Juankada Shann",,,0,"12/31/2025 16:23",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid02MV2QZEZQUd6sDEwwX9nVMN6BuXv2ciKsU1ounE6hEJc6DP93gJZbsebzrnDnxCuul,0,1,Videos,,,,,Lifetime,,22,1,1,0,0,0,,,,,,,,
122109421629149417,61584482528597,"Juankada Shann",,,0,"12/31/2025 16:23",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid031ywBNysRvQfXsqpoc2PvWnLCczNwZxKBajb99BMXB7VzG5ynKr9Lv7GWRsxAm6RVl,0,1,Text,,,,,Lifetime,,19,0,0,0,0,0,,,,,,,,
122109407559149417,61584482528597,"Juankada Shann","Shanshines, ready na ba kayo? 🎉
Tara na sa Juan365 Color Game Live walang humpay tawanan at kulitan!✨

👉 Watch, join, at comment live. Kita-kits! 🧡💙

#Juan365PH #Shanshines #ColorGameLive #AllInJuan #LiveVibes #Kulitan #TrendingNow #GoodVibes",,0,"12/31/2025 14:07",N/A,https://www.facebook.com/JuankadaShannOfficialPage/posts/pfbid0SuYvW96VcXDgKbX1ZoWdYHTSRh6HSfCtGUa38A5PhEb25fMmCFc2vWE2iukqKLvDl,0,0,Photos,,,,,Lifetime,68,26,2,2,0,0,2,2,,,,,,,
122109296133149417,61584482528597,"Juankada Shann","I’m thinking about you, Shanshines! 🤭💫

Miss niyo na ba ang saya? Tara na mag Color Game Live sa Juan365! 🔥
Hit ❤️, join now, and let’s play!

#Shanshines #Juan365 #ColorGameLive #JuankadaVibes #ALLINJUANLIVE #Juan365Moments  #Juan365Studios #ALLINJUANLIVE #JuankadaHosts #JuankadaShann","I’m thinking about you, Shanshines! 🤭💫

Miss niyo na ba ang saya? Tara na mag Color Game Live sa Juan365! 🔥
Hit ❤️, join now, and let’s play!

#Shanshines #Juan365 #ColorGameLive #JuankadaVibes #ALLINJUANLIVE #Juan365Moments  #Juan365Studios #ALLINJUANLIVE #JuankadaHosts #JuankadaShann",16,"12/31/2025 03:04",N/A,https://www.facebook.com/reel/1071307048424453/,0,0,Videos,,,,,Lifetime,51,42,8,8,0,0,0,,,,266.728,6.35,0,0,0
1305580501607700,100064672885113,"Juankada host Drae","Juankada host Drae updated their profile picture.",,0,"01/02/2026 20:14",N/A,https://www.facebook.com/photo.php?fbid=1305580501607700&set=a.467750008724091&type=3,0,0,Photos,,,,,Lifetime,73,28,7,6,1,0,2,1,1,,,,,,
1305562984942785,100064672885113,"Juankada host Drae","Juankada host Drae updated their cover photo.",,0,"01/02/2026 19:39",N/A,https://www.facebook.com/photo.php?fbid=1305562984942785&set=a.467749982057427&type=3,0,0,Photos,,,,,Lifetime,0,0,5,5,0,0,0,,,,,,,,
1304962158336201,100064672885113,"Juankada host Drae","Nood na, Juankada! 🎉 LIVE na sa Juan365 App at website — Maki-All In Juan sa Saya ngayon!

#Juan365 #JuankadaHostDrae
#Juan365ColorGame #Juan365Studios #ALLINJUANLIVE #JuankadaHosts #JuankadaHosts",,0,"01/01/2026 23:49",N/A,https://www.facebook.com/JuankadaDrae/posts/pfbid02MexpPgEtxXyESbJcLdSubMYimiBCSdeeY4H78h3KCRoBnniSbUwx1fs8KXGHmUCNl,0,0,Photos,,,,,Lifetime,276,96,16,14,2,0,54,22,32,,,,,,
1304956921670058,100064672885113,"Juankada host Drae",,,0,"01/01/2026 23:37",N/A,https://www.facebook.com/JuankadaDrae/posts/pfbid0mBYY1EZ2NG24Vj1ycnufqeMMy2dbcEv3mVq7DrH6F4UD5mJ6hKkeYdMYbQwjCGYjl,0,1,Photos,,,,,Lifetime,156,49,8,7,1,0,22,8,14,,,,,,
