"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Matched Audience Targeting Consumption (Photo Click)","Other Clicks","Link Clicks","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions","Negative feedback from users: Hide"
122106673923170300,61585109026232,"Juankada Charm","Lucky Charms! ✨

Lahat ba ay nakapanood ng ating live kagabi kasama si Juankada Evo ?

Comment ""Yes!"" sa mga nakasubaybay! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,"12/30/2025 20:00",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02g5FsreLVx3c8y8XWrAm81B9pTzZNGTjXvg35cdJWgB3CBUaRkhYf8SkJLJkxGMogl&id=61585109026232,0,0,Photos,,,,,Lifetime,120,42,7,6,0,1,8,4,4,,,,,,,
122106554025170300,61585109026232,"Juankada Charm","Hi Lucky Charms! ✨

Fit check muna tayo bago magkulitan and magbigay ng unlimited lucky charms sainyo! 😘

Kita-kits tayo later sa Color Game Live ng Juan365 Studios! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,"12/30/2025 06:12",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02WDDQj5319ZvZBgUXmVzxM5NEzrQWwo6zB3Detp5YuP97rovFepUUjcKiFFP1kfHkl&id=61585109026232,0,0,Photos,,,,,Lifetime,178,70,15,14,0,1,6,4,2,,,,,,,
122106482991170300,61585109026232,"Juankada Charm","Huwag niyo na tanungin, Lucky Charms okay? 🥲

Attendance check muna sa mga sasalubungin ang 2026 na single diyan!

Drop a “👋” kung same tayo!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Huwag niyo na tanungin, Lucky Charms okay? 🥲

Attendance check muna sa mga sasalubungin ang 2026 na single diyan!

Drop a “👋” kung same tayo!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",15,"12/30/2025 00:00",mixed,https://www.facebook.com/reel/1366140075309551/,1,0,Videos,,,,,Lifetime,77,44,7,7,0,0,3,,3,,367.909,6.454,0,0,0,
122106453609170300,61585109026232,"Juankada Charm","Lady in Red ang atake! ✨

Bagay ba sakin ang color ❤️, Lucky Charms? 

Comment niyo naman sa comments section sa baba!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Lady in Red ang atake! ✨

Bagay ba sakin ang color ❤️, Lucky Charms? 

Comment niyo naman sa comments section sa baba!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",15,"12/29/2025 20:00",N/A,https://www.facebook.com/reel/25620266450995945/,1,0,Videos,,,,,Lifetime,91,57,8,8,0,0,5,,5,,438.834,5.554,0,0,0,
122106152853170300,61585109026232,"Juankada Charm","Okay na ba ang aking Lucky Charms sa Weekly-reset?

Pahinga muna tayo for today at laban ulit tomorrow! 💖

Drop a ""Fighting"" para sa mga lumalaban araw-araw!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Okay na ba ang aking Lucky Charms sa Weekly-reset?

Pahinga muna tayo for today at laban ulit tomorrow! 💖

Drop a ""Fighting"" para sa mga lumalaban araw-araw!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",15,"12/29/2025 04:30",N/A,https://www.facebook.com/reel/1388541492810620/,0,0,Videos,,,,,Lifetime,124,98,51,48,1,2,2,,2,,721.427,7.437,0,0,0,
122106152757170300,61585109026232,"Juankada Charm","Throwback Monday muna kahit last week lang ito 🤩

Lucky Charms, bagay ba sa akin ang ganitong color?

Let me know sa comments section sa baba ang inyong answer! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Throwback Monday muna kahit last week lang ito 🤩

Lucky Charms, bagay ba sa akin ang ganitong color?

Let me know sa comments section sa baba ang inyong answer! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,"12/29/2025 00:30",N/A,https://www.facebook.com/reel/1215194593869447/,0,0,Videos,,,,,Lifetime,165,140,9,9,0,0,2,,2,,586.52,4.219,0,0,0,
122106152559170300,61585109026232,"Juankada Charm","Happy Monday, my Lucky Charms! ✨

Kumusta naman ang inyong weekend?

Kahit ano pa yan, remember to start the week right with smiles all around! ☺️

Drop a ""💖"" para sa great week ahead!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Happy Monday, my Lucky Charms! ✨

Kumusta naman ang inyong weekend?

Kahit ano pa yan, remember to start the week right with smiles all around! ☺️

Drop a ""💖"" para sa great week ahead!

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",13,"12/28/2025 20:00",N/A,https://www.facebook.com/reel/867519102636459/,0,0,Videos,,,,,Lifetime,74,63,6,6,0,0,0,,,,349.335,6.238,0,0,0,
122105966193170300,61585109026232,"Juankada Charm","OOTD natin for yesterday's live! 💖

Cutie just like my Lucky Charms 😘

What color naman ang next nating susuotin sa live?

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","OOTD natin for yesterday's live! 💖

Cutie just like my Lucky Charms 😘

What color naman ang next nating susuotin sa live?

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,"12/28/2025 05:00",N/A,https://www.facebook.com/reel/2371781939922740/,0,0,Videos,,,,,Lifetime,91,59,11,11,0,0,11,,11,,578.243,9.178,0,0,0,
122105966061170300,61585109026232,"Juankada Charm","Where to go, Lucky Charms? 🏃‍♀️

Saan kaya maganda pumunta today? 🤔

Drop your suggestions sa ating comments section sa baba! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Where to go, Lucky Charms? 🏃‍♀️

Saan kaya maganda pumunta today? 🤔

Drop your suggestions sa ating comments section sa baba! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,"12/28/2025 00:30",N/A,https://www.facebook.com/reel/1461028202122609/,0,0,Videos,,,,,Lifetime,90,86,9,9,0,0,1,,1,,278.498,3.481,0,0,0,
122105952609170300,61585109026232,"Juankada Charm","Happy Sunday, my Lucky Charms! 😘

Tandaan na importante to step back, magpahinga, at magrelax. 😴

Share niyo naman ano gagawin niyo today sa comments section sa baba! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Happy Sunday, my Lucky Charms! 😘

Tandaan na importante to step back, magpahinga, at magrelax. 😴

Share niyo naman ano gagawin niyo today sa comments section sa baba! 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",14,"12/27/2025 19:30",N/A,https://www.facebook.com/reel/2435731733522670/,0,0,Videos,,,,,Lifetime,93,52,10,10,0,0,3,,3,,414.926,5.762,0,0,0,
122105755719170300,61585109026232,"Juankada Charm","Ready na ba kayo, my Lucky Charms? ✨

Kasi kami ni Juankada Shann and Juankada Papa Joe ay handang-handa na maging Lucky Charms niyo now na! 🍀

Live na tayo, my Charming Juankada!

Drop ""😘"" kung gusto niyo ng Lucky Charms!

#Juan365 #Juan365Studios #ALLINJUANSASAYA #Juan365ColorGame #JuankadaCharm",,0,"12/26/2025 23:00",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0f9drNMfKZ3UVTUbHLExS2ah8YKGqCLKp7mgi2JbhyCoMuzmS8YUCbbmVSnv9KHf6l&id=61585109026232,0,0,Photos,,,,,Lifetime,196,62,10,8,1,1,8,6,2,,,,,,,
122105714079170300,61585109026232,"Juankada Charm","Good morning, my Charming Juankada! 😘

Hindi pa tapos ang swerte na hatid sainyo ng inyong Lucky Charm! 🍀

Watch out for me later at 2PM sa Color Game live ng Juan365 Studios.

See you there! 😉

#Juan365Studios #ALLINJUANLIVE #JuankadaCharm #JuankadaHosts #Juan365","Good morning, my Charming Juankada! 😘

Hindi pa tapos ang swerte na hatid sainyo ng inyong Lucky Charm! 🍀

Watch out for me later at 2PM sa Color Game live ng Juan365 Studios.

See you there! 😉

#Juan365Studios #ALLINJUANLIVE #JuankadaCharm #JuankadaHosts #Juan365",10,"12/26/2025 18:30",mixed,https://www.facebook.com/reel/1352923053512414/,0,0,Videos,,,,,Lifetime,119,62,13,13,0,0,3,,3,,317.622,3.693,0,0,0,
122105514207170300,61585109026232,"Juankada Charm","Kumusta, my Charming Juankada? 😘

Hope you had a memorable Christmas celebration 🎉 

Keep smiling lang at huwag kalimutang panatilihin ang good vibes araw-araw! 

Share mo naman paano kayo nagcelebrate ng Christmas sa comments section! 💖

#Juan365Studios #ALLINJUANLIVE #JuankadaCharm #JuankadaHosts #Juan365","Kumusta, my Charming Juankada? 😘

Hope you had a memorable Christmas celebration 🎉 

Keep smiling lang at huwag kalimutang panatilihin ang good vibes araw-araw! 

Share mo naman paano kayo nagcelebrate ng Christmas sa comments section! 💖

#Juan365Studios #ALLINJUANLIVE #JuankadaCharm #JuankadaHosts #Juan365",16,"12/25/2025 23:00",N/A,https://www.facebook.com/reel/1897708884506069/,0,0,Videos,,,,,Lifetime,351,292,17,15,2,0,14,,14,,1428.965,4.609,0,0,0,
122105188575170300,61585109026232,"Juankada Charm","All I want for Christmas is YOU! 😘

Hi Juankada, ano ang wish mo ngayong Holiday season? Ako kasi, it’s you. 😉

Wishing you a very Merry Christmas, EveryJuan! 🎄

See you sa Color Game Live ng Juan365!

#Juan365Studios #JuankadaCharm #Juan365 #ALLINJUANLIVE #JuankadaHosts #Juan365","All I want for Christmas is YOU! 😘

Hi Juankada, ano ang wish mo ngayong Holiday season? Ako kasi, it’s you. 😉

Wishing you a very Merry Christmas, EveryJuan! 🎄

See you sa Color Game Live ng Juan365!

#Juan365Studios #JuankadaCharm #Juan365 #ALLINJUANLIVE #JuankadaHosts #Juan365",13,"12/24/2025 23:00",N/A,https://www.facebook.com/reel/1787595451926310/,0,0,Videos,,,,,Lifetime,143,69,13,13,0,0,6,,6,,566.97,5.017,0,0,0,
122105192805170300,61585109026232,"Juankada Charm","Merry Christmas, my Charming Juankada! 😘💖

Wishing you all the best this Holiday Season!

#Juan365Studios #JuankadaCharm #Juankadahost  #ALLINJUANLIVE #Juan365",,0,"12/24/2025 20:45",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid022Cw4GnryWP84T4gzNi1enPTiCmhECm7eApMWBVq18BSCyUhvh6jfEQ1bGf5zDiJ2l&id=61585109026232,0,1,Videos,,,,,Lifetime,,46,4,4,0,0,3,,3,,,,,,,
122105187909170300,61585109026232,"Juankada Charm","Hi Charming JuanKada! 

It’s me, JuanKada Charm and I’m very glad to meet all of you! 

At handang-handa ako to be your Luckiest Charm! 🍀

Watch out for me sa Color Game Live ng Juan365. 

See you there, EveryJuan! 😉

#Juan365Studios #JuankadaCharm #Juan365 #ALLINJUANLIVE #JuankadaHosts #Juankada",,0,"12/24/2025 20:11",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid03725BFb4kzPHWy32jvb9iyyvW2Ls1ANmArb1ZbLDruLLMgNvnHUhCDmkbor9gZpkYl&id=61585109026232,0,1,Photos,,,,,Lifetime,88,42,4,4,0,0,4,,4,,,,,,,
122103996879170300,61585109026232,"Juankada Charm","Hi JuanKada! It’s me, JuanKada Charm and handang-handa ako to be your Luckiest Charm! 🍀

Watch out for me sa Color Game Live ng Juan365. 

See you there, EveryJuan! 😉

#Juan365Studios #JuankadaCharm #Juan365 #ALLINJUANLIVE #JuankadaHosts #Juankada",,0,"12/21/2025 01:31",N/A,https://www.facebook.com/photo.php?fbid=122103996879170300&set=a.122102997399170300&type=3,0,0,Photos,,,,,Lifetime,1371,446,77,63,9,5,134,18,116,,,,,,,
122103996681170300,61585109026232,"Juankada Charm","Juankada Charm updated their cover photo.",,0,"12/21/2025 01:30",N/A,https://www.facebook.com/photo.php?fbid=122103996681170300&set=a.122103022167170300&type=3,0,0,Photos,,,,,Lifetime,2,1,5,5,0,0,0,,,,,,,,,
122103932277170300,61585109026232,"Juankada Charm","Juankada Charm updated their cover photo.",,0,"12/20/2025 21:44",N/A,https://www.facebook.com/photo.php?fbid=122103932277170300&set=a.122103022167170300&type=3,0,0,Photos,,,,,Lifetime,0,0,4,4,0,0,0,,,,,,,,,
122097505071189322,61585679673115,"Juankada Ellise","Hi Juankada! I’m JuanKada Ellise, ang mag rerelease sa inyo ng kaswertehan at mabibigay ng papremyong malaki dito lang sa Color Game ng Juan365 Studios! ❤️

Kitakits everyJUAN!

#Juan365Studios #Juan365 #ALLINJUANLIVE  #JuankadaEllise  #Juan365ColorGame #AllInJuanSaSaya",,0,"12/27/2025 07:58",N/A,https://www.facebook.com/photo.php?fbid=122097505071189322&set=a.122097504951189322&type=3,0,0,Photos,,,,,Lifetime,4243,1507,134,108,19,7,367,76,291,,,,,,,
122101052877189322,61585679673115,"Juankada Ellise","Hi Beshies, 2026 na 🌸
New year, new vibes, more blessings 🌿
‘Be thankful for what you have; you’ll end up having more.’ Ano ang thankful ka sa 2025? ✨","Hi Beshies, 2026 na 🌸
New year, new vibes, more blessings 🌿
‘Be thankful for what you have; you’ll end up having more.’ Ano ang thankful ka sa 2025? ✨",24,"12/31/2025 07:09",N/A,https://www.facebook.com/reel/737062378999255/,0,0,Videos,,,,,Lifetime,124,92,17,15,2,0,2,,2,,554.07,5.083,0,0,0,
122101052439189322,61585679673115,"Juankada Ellise","Stepping into the Color of the Year 💫✨
Wishing everyone a Happy New Year — may it be filled with blessings & good vibes 🌟
Which color are you stepping into this year? 💬

#Juan365 #Juan365studios #ALLINJUANLIVE #Juan365ColorGame #fyp #",,0,"12/31/2025 07:09",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0BAZB8Jnp8AdWH153bwFVAZdUsMJA9h6gACVXUVe5rL4ziFmtgEopLVzh272bbNLyl&id=61585679673115,0,0,Photos,,,,,Lifetime,207,97,14,13,0,1,2,1,1,,,,,,,
122100656313189322,61585679673115,"Juankada Ellise","Hi Beshies ✨ good afternoon! Kamusta kayo today? 💙

Comment below and say hi 👋

 #Juan365 #Juan365Studios #Juan365ColorGame #ALLINJUANLIVE  #JuankadaEllies #Lilliebabies #fypageシ #fypシ゚viralシfypシ゚","Hi Beshies ✨ good afternoon! Kamusta kayo today? 💙

Comment below and say hi 👋

 #Juan365 #Juan365Studios #Juan365ColorGame #ALLINJUANLIVE  #JuankadaEllies #Lilliebabies #fypageシ #fypシ゚viralシfypシ゚",23,"12/30/2025 23:00",N/A,https://www.facebook.com/reel/1381315740123077/,1,0,Videos,,,,,Lifetime,131,93,12,12,0,0,2,,2,,381.683,3.377,0,0,0,
122100549933189322,61585679673115,"Juankada Ellise","Hi Beshies 💖 Follow me and share the love! Don’t forget to catch our live at  Juan365 app/website 💙✨

 #Juan365 #Juan365Studios #Juan365ColorGame #ALLINJUANLIVE #JuankadaEllies #fypageシ #fypシ゚viralシfypシ゚",,0,"12/30/2025 20:00",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0AMp9HZmGnDsXMpwNUZXgPaQwns74LgYYm78Yo5UWLtUNi3gBkM7THqkWLa9XChZVl&id=61585679673115,0,0,Photos,,,,,Lifetime,229,90,7,5,1,1,3,1,2,,,,,,,
122100358071189322,61585679673115,"Juankada Ellise","🌞 Good morning, beshies!

Sayang, hindi ka nakapanood kanina—may namiss ka 👀✨

🔴 Live pa rin ang Color Game sa Juan365 app at website 📱

#Juan365 #Juan365Studios #Juan365ColorGame #ALLINJUANLIVE #JuankadaEllise  #fypreelsシ゚viralシ #fypageシ",,0,"12/30/2025 14:32",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02YBLfC6Nb8oAKJNTkeFc8QEoFe2PNuFwfqXtvU8oLg5PkhbBUUd2AGEDYzuxrvSgVl&id=61585679673115,0,0,Photos,,,,,Lifetime,257,107,11,9,1,1,8,6,2,,,,,,,
122100064851189322,61585679673115,"Juankada Ellise","Hi beshies! 💞 Live kami ngayon sa Juan365 App at website. Pasok na at huwag magpahuli! 🔥✨

#Juan365 #Juan365studios #ALLINJUANLIVE #Juan365ColorGame #fypviralシ #","Hi beshies! 💞 Live kami ngayon sa Juan365 App at website. Pasok na at huwag magpahuli! 🔥✨

#Juan365 #Juan365studios #ALLINJUANLIVE #Juan365ColorGame #fypviralシ #",16,"12/30/2025 08:21",N/A,https://www.facebook.com/reel/1204174541165335/,0,0,Videos,,,,,Lifetime,520,204,29,26,2,1,23,,23,,2402.001,5.99,0,0,0,
122100031683189322,61585679673115,"Juankada Ellise","Hi Beshies! wag ka mag papahuli ha? Live at Juan365 app at Website🥳",,0,"12/30/2025 07:27",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02DsVLkKSnm55QAnmkG2ofL6poFsY5CVaDd9j3AjBDU8y3LJ269RZ1jCgrnVfK24f4l&id=61585679673115,0,1,Photos,,,,,Lifetime,213,87,5,5,0,0,10,7,3,,,,,,,
122099956401189322,61585679673115,"Juankada Ellise","Hello Juankada!! Follow and Share this post and tag 5 friends 🫶🏻⬇️",,0,"12/30/2025 05:27",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid031naUSNf53xsfmrYVgAYy3Sxb8WBLNjRjptiUsYa79tW4oy6RZZStviFGPszurn36l&id=61585679673115,0,1,Photos,,,,,Lifetime,321,112,13,10,2,1,27,5,22,,,,,,,
122099452467189322,61585679673115,"Juankada Ellise","GRWM ❤️","Late post pero still slaying 💅
Dimo ba napanood kagabi? Sayang 👀

👉 Comment “SAYANG” if na-miss mo 😌

#Juan365 #Juan365studio #ALLINJUANLIVE #Juan365ColorGame #JuankadaEllise #fypviralシ",7,"12/29/2025 15:24",N/A,https://www.facebook.com/reel/1565054028250875/,0,0,Videos,,,,,Lifetime,1820,803,31,28,2,1,76,,76,,6459.995,5.184,0,0,0,
122099020275189322,61585679673115,"Juankada Ellise","Juankada, COLOR GAME is officially happening! 🎲 We are staying LIVE until 5:00 AM kasama sina JUANKada Host Ikay at Juankada Lance! No filters, no scripts, just pure high-stakes energy and late-night secrets. 🕒💙

Will you predict the winner or just lose sleep? Pumasok ka na sa live para malaman mo! 🔥🌀

#Juan365 #Juan365Studios #ALLINJUAN #Juan365ColorGame #JuankadaIEllise #JuankadaLance #juankadaikay",,0,"12/29/2025 06:35",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0SUKmwo2kqa3rBoXdWgHxHMo71TNCeAwmSLkUFaQNFYDmjYmHQcvuZdsfi2ZyXjgBl&id=61585679673115,0,0,Photos,,,,,Lifetime,3860,1412,41,37,0,4,89,51,38,,,,,,,
122098593681189322,61585679673115,"Juankada Ellise","Juankada Ellise updated their cover photo.",,0,"12/28/2025 17:58",N/A,https://www.facebook.com/photo.php?fbid=122098593681189322&set=a.122097515811189322&type=3,0,0,Photos,,,,,Lifetime,2,1,35,28,7,0,0,,,,,,,,,
122098570125189322,61585679673115,"Juankada Ellise","First live ko, and guess what? Umabot lang naman ng 10 jackpot! 😱✨

👉 Abangan ang susunod na LIVE—baka ikaw na ang susunod na manalo! 🎉

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame",,0,"12/28/2025 17:00",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0vX1UpXopuQ1Ym1Z7rvCX48are2Sn1JfrFzfMHo9ApSikiLDFzBLAkxSkfpFxL5qml&id=61585679673115,0,0,Photos,,,,,Lifetime,851,296,44,28,16,0,67,13,54,,,,,,,
122098546227189322,61585679673115,"Juankada Ellise","Kung di ka nakapanood kagabi sa first LIVE ko… grabe, 10-Jackpot agad! 😱✨

Ikaw na ang next? Wag palampasin ang susunod na LIVE! 🎉💖

👉 Hit follow at i-turn on ang notifications para lagi kang updated! 🔔

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame","Kung di ka nakapanood kagabi sa first LIVE ko… grabe, 10-Jackpot agad! 😱✨

Ikaw na ang next? Wag palampasin ang susunod na LIVE! 🎉💖

👉 Hit follow at i-turn on ang notifications para lagi kang updated! 🔔

#Juan365 #Juan365Studios #ALLINJUANLIVE #Juan365ColorGame",15,"12/28/2025 16:00",N/A,https://www.facebook.com/reel/1522429599053617/,1,0,Videos,,,,,Lifetime,11022,7344,127,93,24,10,566,,495,71,90749.536,10.181,0,0,0,
122098327659189322,61585679673115,"Juankada Ellise","Juankada! Join us as we kick off my first day sama na kayo LIVE! 💖",,0,"12/28/2025 09:15",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0i2BWafGj9ttGRg6FsxncTmDbS7TiKXXd6Ybq7qiHx7WsDXaWHzF924Hd1aRUDDMil&id=61585679673115,0,1,Photos,,,,,Lifetime,500,180,6,6,0,0,18,9,9,,,,,,,1
122100253773147740,61584432221426,"Juankada Evo","Juankada Evo added a new photo.",,0,"12/03/2025 20:15",N/A,https://www.facebook.com/photo.php?fbid=122100253773147740&set=a.122100252165147740&type=3,0,0,Photos,,,,,Lifetime,223,115,12,11,0,1,0,,,,,,,,,
122109687561147740,61584432221426,"Juankada Evo","Welcome 2026🥳 New year new opportunities!

Sinong kasama mo sa pag salubong ng bagong taon?

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend #2026iscoming #newyears2026 #fypシ #FollowNow #Livehosting #artist #TrendingPH #ViralPH #FBReelsPH","Welcome 2026🥳 New year new opportunities!

Sinong kasama mo sa pag salubong ng bagong taon?

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend #2026iscoming #newyears2026 #fypシ #FollowNow #Livehosting #artist #TrendingPH #ViralPH #FBReelsPH",60,"12/31/2025 21:39",mixed,https://www.facebook.com/reel/25717473261226689/,0,0,Videos,,,,,Lifetime,89,57,14,14,0,0,6,,6,,1192.307,18.065,0,0,0,
122109493101147740,61584432221426,"Juankada Evo","Photo shoot day! Capture the pogi pose😎

Hit ""♥️"" for more content like this!

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #actor #fypシ #FollowNow #Livehosting #artist #TrendingPH #ViralPH #fbreelsph Juan365 Studios","Photo shoot day! Capture the pogi pose😎

Hit ""♥️"" for more content like this!

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #actor #fypシ #FollowNow #Livehosting #artist #TrendingPH #ViralPH #fbreelsph @[61578179424678:2048:Juan365 Studios]",36,"12/30/2025 17:28",N/A,https://www.facebook.com/reel/1464991398555403/,0,0,Videos,,,,,Lifetime,95,56,11,9,2,0,4,,4,,447.745,5.814,0,0,0,
122109420651147740,61584432221426,"Juankada Evo","May LIVE ngayon… napanood mo na ba?
Kung hindi pa, ONGOING NA SA JUAN365 App & Website 🚀
⏰ LIVE ‘til 5AM — habol na bago matapos ang saya! 🔥#

#Juan365 #Juan365PH #AllInJuanSaSaya #JuanKada #juan365colorgame",,0,"12/30/2025 07:21",N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0354Vd8p99V7q7wZ5pbaLAUeLPTvqHLz3RzfojuGq9gZhQwsHQAkuXrWmc6CdAfiN9l&id=61584432221426,0,0,Photos,,,,,Lifetime,1639,585,61,48,7,6,101,60,41,,,,,,,
122109390177147740,61584432221426,"Juankada Evo","Preparation for live later nuod ka 😉, lakas mo sakin eh ramdam ko makaka jackpot ka tonight☘️

Share this and mentioned your friends na sswertehin din🔥

Juan365 Studios #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend #fypシ #FollowNow #Livehosting #artist #TrendingPH #ViralPH #FBReelsPH","Preparation for live later nuod ka 😉, lakas mo sakin eh ramdam ko makaka jackpot ka tonight☘️

Share this and mentioned your friends na sswertehin din🔥

@[61578179424678:2048:Juan365 Studios] #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #trend #fypシ #FollowNow #Livehosting #artist #TrendingPH #ViralPH #FBReelsPH",43,"12/30/2025 03:49",N/A,https://www.facebook.com/reel/26564556873144741/,0,0,Videos,,,,,Lifetime,106,54,9,7,1,1,0,,,,904.885,10.902,0,0,0,
122109133101147740,61584432221426,"Juankada Evo","Mas gumaganda ang araw pag ganito ang kasama 💖😆  Sino gusto mo ma meet sakanila Juankada?  #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #actor #fypシ #FollowNow #Livehosting #artist #TrendingPH #ViralPH #FBReelsPH","Mas gumaganda ang araw pag ganito ang kasama 💖😆

Sino gusto mo ma meet sakanila Juankada?

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #actor #fypシ #FollowNow #Livehosting #artist #TrendingPH #ViralPH #FBReelsPH",18,"12/28/2025 18:42",N/A,https://www.facebook.com/reel/1650467395917401/,0,0,Videos,,,,,Lifetime,318,85,8,5,2,1,10,,10,,1797.122,7.951,0,0,0,
122108927265147740,61584432221426,"Juankada Evo","Hello Love pauwi na ko😘😆  Nakapag Update ka na ba sa Love mo?😂  #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #actor #fypシ #FollowNow #Livehosting #TrendingPH #ViralPH #FBReelsPH","Hello Love pauwi na ko😘😆

Nakapag Update ka na ba sa Love mo?😂

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #actor #fypシ #FollowNow #Livehosting #TrendingPH #ViralPH #FBReelsPH",11,"12/27/2025 19:05",N/A,https://www.facebook.com/reel/1538817310673702/,0,0,Videos,,,,,Lifetime,163,68,12,11,1,0,9,,9,,718.841,6.911,0,0,0,
122108747601147740,61584432221426,"Juankada Evo","Sneak peak behind the screen, tara Juankada samahan nyo ko sa live every 6am to 2pm.  #Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #actor #fypシ #FollowNow #Livehosting #TrendingPH #ViralPH #FBReelsPH","Sneak peak behind the screen, tara Juankada samahan nyo ko sa live every 6am to 2pm.

#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts #actor #fypシ #FollowNow #Livehosting #TrendingPH #ViralPH #FBReelsPH",34,"12/26/2025 18:35",N/A,https://www.facebook.com/reel/870246635550991/,0,0,Videos,,,,,Lifetime,293,110,27,13,2,12,16,,16,,2397.253,13.171,0,0,0,
122108305419147740,61584432221426,"Juankada Evo","MERRY CHRISTmas 😇😊 Halina't makisaya at maglaro dito sa Color Game Live ng Juan365! mga Juankada! 🥳  #juan365colorgame #AllInJuanSaSaya #JuanKada #Juan365 #fbreels2025ツ #goodvibesonly #gamehost","Merry Christmas EveryJuan! Come with me behind the camera

Kwentuhan mo naman ako ng nangyari sa araw mo🤔

#fyp #FollowNow #GoodVibesPH #TrendingPH #ViralPH #FBReelsPH 
#Juan365Studios #Juan365 #ALLINJUANLIVE #JuankadaHosts
#AllInJuanSaSaya #JuanKada #Juan365 #fbreels2025ツ #goodvibesonly #gamehost",27,"12/24/2025 16:45",N/A,https://www.facebook.com/reel/808992705440834/,0,0,Videos,,,,,Lifetime,195,87,11,10,1,0,9,,9,,983.465,6.974,0,0,0,
